Gene_ID	baseMean	log2FoldChange	lfcSE	pvalue	padj	Gene_Name	Gene_ID_truncated
ENSMUSG00000005716.17	2420.32453540865	-0.416489430847471	0.161644660972718	0.000210656855704601	0.0505595414301877	Pvalb	ENSMUSG00000005716
ENSMUSG00000006014.17	231.854596324759	-0.951018335051343	0.292494534533623	2.72010841208662e-05	0.0151296315749418	Prg4	ENSMUSG00000006014
ENSMUSG00000010122.15	97.4095733024401	-1.04232889302916	0.411484822614576	0.000283391878235055	0.0573187676835422	Slc47a1	ENSMUSG00000010122
ENSMUSG00000018593.14	12210.902800824	-0.317256284891962	0.104596958972479	6.40245278963788e-05	0.025567128139954	Sparc	ENSMUSG00000018593
ENSMUSG00000020743.16	228.565859711649	-0.775392762229331	0.283760484714861	0.000148584334973425	0.0392212276758665	Mif4gd	ENSMUSG00000020743
ENSMUSG00000021607.10	335.84863829706	-0.537844747887072	0.22385035074837	0.000383886758812059	0.064985351975424	Mrpl36	ENSMUSG00000021607
ENSMUSG00000021919.9	162.606339502289	-1.13069280277755	0.495250160201854	0.000351485918900685	0.063120667239466	Chat	ENSMUSG00000021919
ENSMUSG00000024846.7	83.5074902973687	-2.33049774566416	0.767020735819726	2.31934129661613e-05	0.0138928543667306	Cst6	ENSMUSG00000024846
ENSMUSG00000026556.17	337.872279846297	-0.892273486750682	0.339854572763538	0.000161612966315956	0.041949338956745	Vangl2	ENSMUSG00000026556
ENSMUSG00000030102.12	32286.0015939372	-0.299960985739744	0.0973997040328519	5.71637730569902e-05	0.0240613135564747	Itpr1	ENSMUSG00000030102
ENSMUSG00000031786.8	108.543038818943	-1.28432172155767	0.463444219703986	0.000124622299369704	0.0364225156455901	Drc7	ENSMUSG00000031786
ENSMUSG00000032368.15	4503.52147290642	-0.282275965481977	0.0991424232258031	0.000140402880716888	0.0383620081453475	Zic1	ENSMUSG00000032368
ENSMUSG00000033102.16	429.525133153361	-0.532396582249951	0.246251822215233	0.000593575873137518	0.08403955134767	Cdc14b	ENSMUSG00000033102
ENSMUSG00000041390.19	112.578375374656	-0.955470625814173	0.364999474383753	0.000224002077737444	0.0505595414301877	Mdfic	ENSMUSG00000041390
ENSMUSG00000052848.8	72.3216726985278	-1.24967347804956	0.510326210123075	0.000353444751243008	0.063120667239466	C130026L21Rik	ENSMUSG00000052848
ENSMUSG00000056648.6	47.0273442471001	-3.4162039263889	0.896445934649286	7.39941653319768e-06	0.00743485260706274	Hoxb8	ENSMUSG00000056648
ENSMUSG00000060371.13	8218.3857613434	-0.358959675622202	0.121114869012566	8.30684369413178e-05	0.0271792131184459	Caln1	ENSMUSG00000060371
ENSMUSG00000071553.11	28.0349980299422	-2.25836540857809	0.708571509205967	4.0844679621393e-05	0.0191692744197986	Cpa2	ENSMUSG00000071553
ENSMUSG00000078350.12	294.425114165833	-1.18883300140571	0.287639589207935	8.32657027534401e-07	0.00185254293526011	Smim1	ENSMUSG00000078350
ENSMUSG00000087165.9	68.260707569929	-1.1161580753597	0.492901070069458	0.000580938636570676	0.08403955134767	2010001A14Rik	ENSMUSG00000087165
