pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_M_PHASE	0.564007421150278	0.775908963397529	0.069119845655101	-0.24944977524173	-0.916050803364217	291	Tubb3,Tubb4a,Tuba1a,Csnk2a2,Tubb5,Tuba1b,Ppp2r1a,Dync1i1,Uba52,Tubg2,Ppp2r5b,Pcm1,Prkaca,Ckap5,Csnk1e,Tubb2a,Anapc7,Mapk3,Psmb2,Ninl,Golga2,Csnk1d,Cenpm,Psmd8,Lmna,Chmp4b,Mzt2,Psmd13,Tuba1c,Sirt2,Rps27rt,Chmp3,Psma5,Cep131,Rab1b,Actr1a,Clasp1,Zwint,Dctn2,Psmd3,Haus6,Psmb7,Psmd6,Ubb,Tubgcp2,Rangap1,Dync1i2,Nup93,Psmd2,Psmb6,Nup62,Zwilch,Anapc2,Cdk5rap2,Ofd1,Ran,Clasp2,Chmp2a,Psmb3,Tubb2b,Anapc10,Psmb5,Psma6,H3f3a,Psma7,Psmd7,Anapc11,Mapk1,Ppp1cc,Psmb4,Psmd1
REACTOME_SIGNALING_BY_WNT	0.555133079847909	0.773560248123991	0.0711327399327894	-0.256775154583203	-0.915452576053214	204	Csnk2a2,Fzd2,Fzd4,Wnt7b,Ctbp1,Ppp2r1a,Uba52,Ap2a1,Ppp2r5b,Gng3,Gnb1,Frat1,Csnk1e,Tle3,Psmb2,Kat5,Psmd8,Frat2,Psmd13,Calm3,Psma5,Wnt11,Plcb1,Gnb2,Tcf7l1,Ruvbl1,Clta,Camk2a,Zranb1,Psmd3,Cltb,Wnt4,Psmb7,Psmd6,Ubb,Cltc,Gnb4,Psmd2,Wnt5b,Psmb6,Smurf1,Ctnnbip1,Tert,Psmb3,Psmb5,Psma6,Wnt3,Ap2m1,Akt1,Psma7,Rac1,Rbbp5,Psmd7,Wnt9b,Wnt6,Psmb4,Psmd1,Pard6a,Ap2a2
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.590457256461233	0.790806729131935	0.0702812841717392	0.343955985052809	0.9146746030846	25	Calr,Pdia3,Sec24a,Hspa5
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	0.533596837944664	0.760099788232781	0.0751181635276301	-0.383920103374787	-0.914174352630857	15	Lifr,Ptpn11,Cntfr,Crlf1,Socs3,Il11ra1
REACTOME_HEDGEHOG_ON_STATE	0.54639175257732	0.768551036592274	0.0760837160951725	-0.293778914386209	-0.912582287881295	66	Uba52,Cdon,Psmb2,Gli1,Psmd8,Psmd13,Psma5,Psmd3,Psmb7,Psmd6,Ubb,Psmd2,Psmb6,Sufu,Smurf1,Psmb3,Psmb5,Psma6,Psma7,Kif3a,Psmd7,Psmb4,Psmd1
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.562874251497006	0.775908963397529	0.0728938564822936	-0.398916264183257	-0.910792916074661	13	Trem2,Tyrobp,Plxnd1,Plxna1
REACTOME_APOPTOSIS	0.550724637681159	0.771907756813417	0.0758886900606117	-0.280299996375125	-0.910278821029305	92	Gsn,Vim,Cd14,Pmaip1,H1f0,Mapk3,Prkcd,Cflar,Lmna,Septin4,Bad,Opa1,Ywhah,Bcl2l1,Sorbs2,Tjp2,Bid,Ptk2
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.583170254403131	0.785211066579888	0.070113215764256	0.338821895376872	0.910106521495915	26	Snapc4,Snapc1,Tbp,Polr3k
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	0.573440643863179	0.778489116517286	0.0723570851036907	-0.357399534439886	-0.909263232861888	21	Ppp2r1a,Uba52,Mapk3,Ptpn11,Grb2,Ubb,Fgf1
REACTOME_DEUBIQUITINATION	0.583650190114068	0.785211066579888	0.0686325631836726	-0.254118169038803	-0.908132726093284	210	Nfkbia,Actb,Uba52,Usp2,Uchl1,Tomm20,Vdac2,Mbd5,Psmb2,Usp3,Psmd8,Birc3,Psmd13,Smad1,Mcrs1,Vcp,Psma5,Fkbp8,Ruvbl1,Zranb1,Usp5,Vdac3,Psmd3,Esr1,Cdc25a,Usp30,Smad3,Psmb7,Psmd6,Ubb,Usp22,Stambp,Psmd2,Tnip1,Psmb6,Vdac1,Otub1,Tnfaip3,Psmb3,Usp11,Psmb5,Ikbkg,Psma6,Tada2b,Il33,Psma7,Rad23a,Psmd7,Usp47,Psmb4,Psmd1,Hif1a
