"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"KEGG","NOD-like receptor signaling pathway","KEGG:04621","false","1.5345073833075964e-11","10.814031017612065","143","812","35","14151","ENSG00000023445,ENSG00000055208,ENSG00000081041,ENSG00000100906,ENSG00000101966,ENSG00000104312,ENSG00000105835,ENSG00000108691,ENSG00000109320,ENSG00000110218,ENSG00000110330,ENSG00000111335,ENSG00000115415,ENSG00000117226,ENSG00000117228,ENSG00000118503,ENSG00000125538,ENSG00000136244,ENSG00000137752,ENSG00000142166,ENSG00000154451,ENSG00000159110,ENSG00000162434,ENSG00000162645,ENSG00000162654,ENSG00000163565,ENSG00000163734,ENSG00000163739,ENSG00000165637,ENSG00000167207,ENSG00000169429,ENSG00000173039,ENSG00000177606,ENSG00000196954,ENSG00000263528"
"KEGG","Osteoclast differentiation","KEGG:04380","false","5.507401656993094e-11","10.259053249094409","104","812","29","14151","ENSG00000027697,ENSG00000055208,ENSG00000075426,ENSG00000077150,ENSG00000083799,ENSG00000092969,ENSG00000100906,ENSG00000104856,ENSG00000109320,ENSG00000115008,ENSG00000115415,ENSG00000115594,ENSG00000117461,ENSG00000121879,ENSG00000125538,ENSG00000130522,ENSG00000142166,ENSG00000145675,ENSG00000159110,ENSG00000159128,ENSG00000162434,ENSG00000163513,ENSG00000171223,ENSG00000173039,ENSG00000175592,ENSG00000177606,ENSG00000184371,ENSG00000184557,ENSG00000185338"
"KEGG","Hepatitis C","KEGG:05160","false","5.798608866137604e-11","10.236676184751875","126","812","32","14151","ENSG00000003402,ENSG00000013297,ENSG00000026103,ENSG00000100906,ENSG00000107201,ENSG00000109320,ENSG00000111335,ENSG00000115415,ENSG00000115904,ENSG00000117461,ENSG00000121879,ENSG00000130164,ENSG00000134321,ENSG00000136997,ENSG00000139687,ENSG00000141510,ENSG00000142166,ENSG00000145675,ENSG00000146648,ENSG00000157224,ENSG00000159110,ENSG00000159261,ENSG00000162434,ENSG00000163347,ENSG00000164305,ENSG00000169245,ENSG00000172071,ENSG00000173039,ENSG00000184557,ENSG00000185745,ENSG00000213281,ENSG00000263528"
"KEGG","AGE-RAGE signaling pathway in diabetic complications","KEGG:04933","false","1.21985599344928e-10","9.913691435670952","93","812","27","14151","ENSG00000007908,ENSG00000078401,ENSG00000090339,ENSG00000092969,ENSG00000096968,ENSG00000106366,ENSG00000108691,ENSG00000109320,ENSG00000115008,ENSG00000115415,ENSG00000117461,ENSG00000117525,ENSG00000121879,ENSG00000125538,ENSG00000126561,ENSG00000136244,ENSG00000145675,ENSG00000150630,ENSG00000162692,ENSG00000163513,ENSG00000164305,ENSG00000166949,ENSG00000169429,ENSG00000173039,ENSG00000177606,ENSG00000187498,ENSG00000213281"
"KEGG","JAK-STAT signaling pathway","KEGG:04630","false","3.5855838205505193e-10","9.445440120498183","104","812","28","14151","ENSG00000027697,ENSG00000096968,ENSG00000104432,ENSG00000108342,ENSG00000115415,ENSG00000115904,ENSG00000117461,ENSG00000121879,ENSG00000126561,ENSG00000128342,ENSG00000134352,ENSG00000136244,ENSG00000136997,ENSG00000142166,ENSG00000143384,ENSG00000145623,ENSG00000145675,ENSG00000145777,ENSG00000146648,ENSG00000159110,ENSG00000159128,ENSG00000162434,ENSG00000164400,ENSG00000168685,ENSG00000171150,ENSG00000175354,ENSG00000184557,ENSG00000185338"
"KEGG","Epstein-Barr virus infection","KEGG:05169","false","7.555559466234532e-10","9.121733371946725","162","812","35","14151","ENSG00000020633,ENSG00000026103,ENSG00000026508,ENSG00000034152,ENSG00000055208,ENSG00000069869,ENSG00000077150,ENSG00000090339,ENSG00000100603,ENSG00000100906,ENSG00000104856,ENSG00000107201,ENSG00000109320,ENSG00000111335,ENSG00000115415,ENSG00000117461,ENSG00000118503,ENSG00000121879,ENSG00000135679,ENSG00000136244,ENSG00000136997,ENSG00000137462,ENSG00000139687,ENSG00000141510,ENSG00000142166,ENSG00000145675,ENSG00000146232,ENSG00000159110,ENSG00000162434,ENSG00000164305,ENSG00000169245,ENSG00000173039,ENSG00000177606,ENSG00000231925,ENSG00000263528"
"KEGG","Hepatitis B","KEGG:05161","false","1.868184748535799e-9","8.72858017773002","142","812","32","14151","ENSG00000026103,ENSG00000034152,ENSG00000055208,ENSG00000092969,ENSG00000096968,ENSG00000100906,ENSG00000107201,ENSG00000109320,ENSG00000115267,ENSG00000115415,ENSG00000115904,ENSG00000117461,ENSG00000121879,ENSG00000126561,ENSG00000136244,ENSG00000136997,ENSG00000137462,ENSG00000139687,ENSG00000141510,ENSG00000142166,ENSG00000145675,ENSG00000146592,ENSG00000162434,ENSG00000163513,ENSG00000164305,ENSG00000166949,ENSG00000169429,ENSG00000173039,ENSG00000177606,ENSG00000213281,ENSG00000215301,ENSG00000263528"
"KEGG","Viral protein interaction with cytokine and cytokine receptor","KEGG:04061","false","3.228473805608555e-9","8.49100273291489","41","812","17","14151","ENSG00000006210,ENSG00000081041,ENSG00000108688,ENSG00000108691,ENSG00000115009,ENSG00000120889,ENSG00000121858,ENSG00000124875,ENSG00000134352,ENSG00000136244,ENSG00000163734,ENSG00000163735,ENSG00000163739,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000184371"
"KEGG","MAPK signaling pathway","KEGG:04010","false","7.444578974481607e-9","8.128159858587395","239","812","42","14151","ENSG00000011566,ENSG00000026103,ENSG00000034152,ENSG00000055208,ENSG00000071054,ENSG00000077150,ENSG00000091436,ENSG00000092969,ENSG00000104856,ENSG00000107968,ENSG00000109320,ENSG00000109321,ENSG00000111266,ENSG00000115008,ENSG00000115594,ENSG00000115904,ENSG00000124882,ENSG00000125538,ENSG00000127314,ENSG00000130522,ENSG00000135090,ENSG00000136997,ENSG00000138166,ENSG00000138675,ENSG00000138685,ENSG00000139318,ENSG00000141510,ENSG00000142627,ENSG00000146648,ENSG00000150630,ENSG00000163235,ENSG00000163513,ENSG00000164305,ENSG00000169242,ENSG00000172380,ENSG00000173039,ENSG00000177189,ENSG00000177606,ENSG00000184371,ENSG00000196083,ENSG00000197442,ENSG00000213281"
"KEGG","PI3K-Akt signaling pathway","KEGG:04151","false","1.5686321766826106e-8","7.804478880737136","264","812","44","14151","ENSG00000041982,ENSG00000078304,ENSG00000096968,ENSG00000104432,ENSG00000105855,ENSG00000108342,ENSG00000109320,ENSG00000109321,ENSG00000115904,ENSG00000117461,ENSG00000118515,ENSG00000121879,ENSG00000124882,ENSG00000135679,ENSG00000136244,ENSG00000136997,ENSG00000137462,ENSG00000138448,ENSG00000138675,ENSG00000138685,ENSG00000141510,ENSG00000142166,ENSG00000142627,ENSG00000143384,ENSG00000145623,ENSG00000145675,ENSG00000146592,ENSG00000146648,ENSG00000150630,ENSG00000154001,ENSG00000159110,ENSG00000162434,ENSG00000163235,ENSG00000164171,ENSG00000168685,ENSG00000169242,ENSG00000172380,ENSG00000173039,ENSG00000184371,ENSG00000186469,ENSG00000187498,ENSG00000196878,ENSG00000198121,ENSG00000213281"
"KEGG","Th17 cell differentiation","KEGG:04659","false","3.692750270413456e-8","7.432650061384657","72","812","21","14151","ENSG00000027697,ENSG00000096968,ENSG00000100644,ENSG00000100906,ENSG00000105246,ENSG00000106546,ENSG00000109320,ENSG00000115415,ENSG00000115594,ENSG00000125538,ENSG00000126561,ENSG00000134352,ENSG00000136244,ENSG00000146232,ENSG00000159128,ENSG00000162434,ENSG00000163513,ENSG00000166949,ENSG00000173039,ENSG00000177606,ENSG00000196083"
"KEGG","Chagas disease","KEGG:05142","false","6.396878963835562e-8","7.194031866546095","81","812","22","14151","ENSG00000003402,ENSG00000026103,ENSG00000027697,ENSG00000065135,ENSG00000092969,ENSG00000100906,ENSG00000106366,ENSG00000108691,ENSG00000109320,ENSG00000117461,ENSG00000121879,ENSG00000125538,ENSG00000125730,ENSG00000127955,ENSG00000136244,ENSG00000137462,ENSG00000145675,ENSG00000159128,ENSG00000163513,ENSG00000169429,ENSG00000173039,ENSG00000177606"
"KEGG","Chemokine signaling pathway","KEGG:04062","false","7.240870985983774e-8","7.140209190480281","128","812","28","14151","ENSG00000006210,ENSG00000065135,ENSG00000081041,ENSG00000096968,ENSG00000100906,ENSG00000108688,ENSG00000108691,ENSG00000109320,ENSG00000115009,ENSG00000115415,ENSG00000115904,ENSG00000117461,ENSG00000121879,ENSG00000124875,ENSG00000127314,ENSG00000127955,ENSG00000145675,ENSG00000148498,ENSG00000163734,ENSG00000163735,ENSG00000163739,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000172380,ENSG00000173039,ENSG00000186469,ENSG00000213281"
"KEGG","Coronavirus disease - COVID-19","KEGG:05171","false","2.0025948273710837e-7","6.698406909935897","187","812","34","14151","ENSG00000055208,ENSG00000100906,ENSG00000107201,ENSG00000108342,ENSG00000108691,ENSG00000109320,ENSG00000111335,ENSG00000113070,ENSG00000115267,ENSG00000115415,ENSG00000117461,ENSG00000121879,ENSG00000125538,ENSG00000125730,ENSG00000134352,ENSG00000136244,ENSG00000137462,ENSG00000137752,ENSG00000142166,ENSG00000145675,ENSG00000146648,ENSG00000159110,ENSG00000160710,ENSG00000162434,ENSG00000164400,ENSG00000164430,ENSG00000169245,ENSG00000169429,ENSG00000171860,ENSG00000173039,ENSG00000177606,ENSG00000213741,ENSG00000243649,ENSG00000263528"
"KEGG","Apoptosis","KEGG:04210","false","2.5159232544443544e-7","6.599302610714715","118","812","26","14151","ENSG00000003402,ENSG00000023445,ENSG00000026103,ENSG00000056558,ENSG00000100906,ENSG00000101966,ENSG00000105327,ENSG00000109320,ENSG00000109861,ENSG00000110330,ENSG00000117461,ENSG00000120889,ENSG00000121858,ENSG00000121879,ENSG00000140379,ENSG00000141510,ENSG00000141682,ENSG00000143384,ENSG00000145675,ENSG00000163131,ENSG00000164305,ENSG00000172071,ENSG00000173039,ENSG00000177606,ENSG00000197442,ENSG00000213281"
"KEGG","Toll-like receptor signaling pathway","KEGG:04620","false","3.1161073932009047e-7","6.506387583261721","80","812","21","14151","ENSG00000034152,ENSG00000055208,ENSG00000100906,ENSG00000107968,ENSG00000109320,ENSG00000115415,ENSG00000117461,ENSG00000121879,ENSG00000125538,ENSG00000136244,ENSG00000137462,ENSG00000142166,ENSG00000145675,ENSG00000159110,ENSG00000162434,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000173039,ENSG00000177606,ENSG00000263528"
"KEGG","Human cytomegalovirus infection","KEGG:05163","false","3.73715144138079e-7","6.427459302786332","182","812","33","14151","ENSG00000006210,ENSG00000026103,ENSG00000065135,ENSG00000073756,ENSG00000100906,ENSG00000108691,ENSG00000109320,ENSG00000115594,ENSG00000115904,ENSG00000117461,ENSG00000120063,ENSG00000121879,ENSG00000125538,ENSG00000127955,ENSG00000135679,ENSG00000136244,ENSG00000136997,ENSG00000138448,ENSG00000139687,ENSG00000141510,ENSG00000145675,ENSG00000146592,ENSG00000146648,ENSG00000162434,ENSG00000164305,ENSG00000164430,ENSG00000169429,ENSG00000171522,ENSG00000172380,ENSG00000173039,ENSG00000186469,ENSG00000213281,ENSG00000231925"
"KEGG","PD-L1 expression and PD-1 checkpoint pathway in cancer","KEGG:05235","false","4.2803063611036493e-7","6.368525145431889","74","812","20","14151","ENSG00000027697,ENSG00000034152,ENSG00000070770,ENSG00000096968,ENSG00000100644,ENSG00000100906,ENSG00000109320,ENSG00000115415,ENSG00000117461,ENSG00000120217,ENSG00000121879,ENSG00000137462,ENSG00000145675,ENSG00000146232,ENSG00000146648,ENSG00000159128,ENSG00000162434,ENSG00000173039,ENSG00000177606,ENSG00000213281"
