GENEID	baseMean	log2FoldChange	lfcSE	pvalue	padj	SYMBOL
ENSG00000000419.14	1055.66302362887	0.229413542171601	0.0973763731833591	0.0126366838104188	0.0583992959384891	DPM1
ENSG00000000938.13	26.5230716975083	0.768817049305745	0.375280960456994	0.00401751361955603	0.0234686439162184	FGR
ENSG00000002549.13	4459.75097627071	0.586849279063453	0.0537187289049348	2.1376053836943e-28	1.2519137412592e-26	LAP3
ENSG00000003056.8	4172.72687303409	0.106392123298346	0.0467420226745563	0.0207194704839386	0.0843369989837963	M6PR
ENSG00000003400.16	289.753529452474	0.272829096964434	0.0956845165530012	0.00257289754000451	0.0163017642393616	CASP10
ENSG00000003402.21	2568.6633321919	1.58932952967617	0.0660341078714005	5.66675873492682e-129	1.1008715444803e-126	CFLAR
ENSG00000003436.16	5350.13484808539	0.226966452932174	0.0482823844211462	1.54563581740997e-06	2.30327208338081e-05	TFPI
ENSG00000003989.18	2140.35727258323	1.31134693047164	0.081963973459182	1.4032903765183e-58	1.42384813362653e-56	SLC7A2
ENSG00000004700.16	3073.64368077466	0.18433665031452	0.037169666815263	5.69705341456455e-07	9.18563369372604e-06	RECQL
ENSG00000004961.15	1145.47699838187	0.239808895014367	0.0773606270992769	0.00130453962291712	0.00938208406007663	HCCS
ENSG00000005483.23	1659.8905264175	0.244089425686304	0.0917096633394683	0.00516070217248695	0.0284759215821673	KMT2E
ENSG00000005700.15	812.197674508028	0.212734285872479	0.0782637479159945	0.00478013460740492	0.0268598039844658	IBTK
ENSG00000005812.11	1461.64279041283	0.128139416168008	0.0563294730371146	0.0204777403282747	0.0835930403045154	FBXL3
ENSG00000006118.15	2772.91401154442	0.785053989269802	0.0978079202926976	1.77181941550296e-16	6.76860510526669e-15	TMEM132A
ENSG00000006210.7	214.295195265921	4.7871229182388	0.23924018464718	2.3770683144e-90	3.32164019722736e-88	CX3CL1
ENSG00000006576.17	1694.97078010947	0.256052547244823	0.078926577574115	0.000765302139711083	0.00599373799685228	PHTF2
ENSG00000006652.15	2209.30943276349	0.314614393668576	0.0680098795897757	2.02560646084067e-06	2.91226632862743e-05	IFRD1
ENSG00000007908.16	113.622200361361	7.18779363246533	0.33085228996244	4.45987379387052e-105	7.24957036085279e-103	SELE
ENSG00000008282.10	2560.56880216047	0.171442499295142	0.0673769094050936	0.00901201207938132	0.0443912654373978	SYPL1
ENSG00000008294.22	4728.15047944004	0.214636331590212	0.0635781447607135	0.000540062319071612	0.00443235071757382	SPAG9
ENSG00000008517.19	3404.31043061802	1.03602186692342	0.0567841209183779	3.01254265244218e-75	3.72013988010884e-73	IL32
ENSG00000008838.21	2568.70153469754	0.260679393971212	0.0716079544817974	0.00017448922387135	0.00164085793168277	MED24
ENSG00000008952.17	3396.72332130856	0.178343312729669	0.0782499181099314	0.0179019381396026	0.0757518327645212	SEC62
