GENEID	baseMean	log2FoldChange	lfcSE	pvalue	padj	SYMBOL
ENSG00000000003.16	799.685174435011	-1.01015357490795e-06	0.0014425597234085	0.918263551816381	0.999956497491703	TSPAN6
ENSG00000000419.14	1026.82571682368	-4.07402679497396e-06	0.00144259794703498	0.631011368304874	0.999956497491703	DPM1
ENSG00000000457.14	330.870713034351	6.93301175942131e-06	0.00144261512782243	0.324636837060367	0.999956497491703	SCYL3
ENSG00000000460.17	829.355410536618	1.32985770348289e-06	0.00144252660338759	0.968403632308349	0.999956497491703	C1orf112
ENSG00000000938.13	22.0729763685921	-9.3614016346544e-07	0.00144268822267114	0.881246232091751	0.999956497491703	FGR
ENSG00000000971.17	802.123644439627	-2.46623740527215e-06	0.00144258228239462	0.785146081749448	0.999956497491703	CFH
ENSG00000001036.14	2649.63288401145	3.45140852587725e-06	0.00144228442827229	0.835119981521341	0.999956497491703	FUCA2
ENSG00000001084.13	637.280408447889	1.82343984476711e-06	0.0014426226254716	0.754817220812707	0.999956497491703	GCLC
ENSG00000001167.15	1495.80366180015	-1.55184908467192e-05	0.00144249890095835	0.267863004715099	0.999956497491703	NFYA
ENSG00000001460.18	90.6100609020897	-7.87505066755653e-07	0.00144268161458368	0.800019450195595	0.999956497491703	STPG1
ENSG00000001461.17	734.763920458566	1.18929963049634e-06	0.00144254283930993	0.908027606350704	0.999956497491703	NIPAL3
ENSG00000001497.18	1840.50708248922	6.11066345443855e-06	0.00144231389797894	0.714919324932713	0.999956497491703	LAS1L
ENSG00000001561.7	16.1634675623875	-2.77322458869638e-06	0.00144269158732194	0.138246434063419	0.999956497491703	ENPP4
ENSG00000001617.12	4289.63359559324	-2.41076759268904e-05	0.00144246638091783	0.117842025888594	0.999956497491703	SEMA3F
ENSG00000001629.10	2138.58772923186	-1.02812575169134e-05	0.00144262552320308	0.196524321266313	0.999956497491703	ANKIB1
ENSG00000001630.18	2883.65678023183	3.54817624523233e-05	0.00144255685467413	0.0536266461859282	0.999956497491703	CYP51A1
ENSG00000001631.17	1038.1336777611	-2.43776185572636e-05	0.00144259701843208	0.455853773222801	0.999956497491703	KRIT1
ENSG00000002016.18	277.493396922842	2.46735174734154e-06	0.00144266869699614	0.576244320874633	0.999956497491703	RAD52
ENSG00000002079.14	16.1507316580028	-1.08853452303505e-06	0.00144269426442532	0.195664242095819	0.999956497491703	MYH16
ENSG00000002330.14	690.5103861394	2.73089605869876e-07	0.00144255751174649	0.978281097573209	0.999956497491703	BAD
ENSG00000002549.13	4065.32289047556	4.18454781340029e-05	0.0014426599882987	0.950017749376209	0.999956497491703	LAP3
ENSG00000002586.20	3600.71859399135	1.21854102039837e-05	0.0014425072842134	0.326453969310334	0.999956497491703	CD99
ENSG00000002745.13	7.30508716599543	-1.86771840099075e-07	0.00144269220599102	0.889521762360027	0.999956497491703	WNT16
ENSG00000002822.16	1085.58941325485	-9.36656457718152e-06	0.00144250064073862	0.470884748108541	0.999956497491703	MAD1L1
ENSG00000002834.19	12291.8250129784	-3.91875119221437e-05	0.00144206322085254	0.490774198434148	0.999956497491703	LASP1
ENSG00000002919.15	722.140244219915	6.07748172620961e-06	0.00144261961702409	0.429306180922971	0.999956497491703	SNX11
ENSG00000003056.8	4208.79582213141	1.87264450336288e-05	0.00144230000233452	0.301906859465743	0.999956497491703	M6PR
ENSG00000003137.9	14.7053193108338	-6.4061683995461e-07	0.00144269334966179	0.56870557126536	0.999956497491703	CYP26B1
ENSG00000003249.15	509.101839740877	9.08420772387122e-06	0.00144255237230727	0.484361419432793	0.999956497491703	DBNDD1
ENSG00000003393.16	1514.06175439043	3.65535287252541e-06	0.00144244674549326	0.785968937139585	0.999956497491703	ALS2
ENSG00000003400.16	283.187420421707	-2.00209729949911e-06	0.00144258850140384	0.8196155798976	0.999956497491703	CASP10
ENSG00000003402.21	1733.66814302683	1.07574474324158e-05	0.00144255413005613	0.541979833036238	0.999956497491703	CFLAR
ENSG00000003436.16	5226.97687086213	3.17329450223157e-05	0.00144245747991905	0.390810894462023	0.999956497491703	TFPI
ENSG00000003509.16	299.707133906059	1.69263363758706e-05	0.0014426612516934	0.0277671585459351	0.999956497491703	NDUFAF7
ENSG00000003756.17	3723.43764840097	2.18450657583237e-05	0.0014424581652329	0.150499549713226	0.999956497491703	RBM5
ENSG00000003987.14	57.7932556406899	-1.1970916474592e-06	0.00144268788353354	0.603659697290622	0.999956497491703	MTMR7
ENSG00000003989.18	1600.91440318896	8.40854828048926e-06	0.00144255772733476	0.418377361316433	0.999956497491703	SLC7A2
ENSG00000004059.11	2349.86126699093	4.19853174570954e-07	0.00144244231119375	0.95877716509392	0.999956497491703	ARF5
ENSG00000004139.14	722.760644395529	-0.561831111928057	0.101865480712492	1.22916233642038e-09	1.99652838304763e-05	SARM1
ENSG00000004142.12	3123.87272130938	-1.49097962017532e-05	0.00144203987124043	0.797601778882516	0.999956497491703	POLDIP2
ENSG00000004399.13	3756.50721581505	-6.18259929030291e-06	0.00144256938755614	0.526596331896676	0.999956497491703	PLXND1
ENSG00000004455.18	4723.95315060352	-8.63810918472892e-06	0.00144245514264923	0.403390344654688	0.999956497491703	AK2
ENSG00000004478.8	3672.29192410601	-7.7167288092459e-06	0.00144232765728176	0.639975136536864	0.999956497491703	FKBP4
ENSG00000004487.18	3545.50214523527	1.15021038266571e-05	0.00144222966651263	0.53930902611739	0.999956497491703	KDM1A
ENSG00000004534.15	2277.50748901571	-1.23341001437975e-05	0.00144245671188177	0.371961520510948	0.999956497491703	RBM6
