p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.13797818024882e-180	1.50493664936605	0.43	0.142	1.67271412714775e-176	Vasculature_cells	Sptan1
1.32415155561075e-179	1.42360695275879	0.567	0.249	1.94637037159224e-175	Vasculature_cells	Pkig
4.77207020352744e-179	1.94281133312257	0.362	0.11	7.01446599216498e-175	Vasculature_cells	Rasgrp3
7.34639238198737e-179	1.78599083825947	0.351	0.101	1.07984621622832e-174	Vasculature_cells	Ifnar2
8.63953339315677e-179	0.964407232869998	0.85	0.623	1.26992501346011e-174	Vasculature_cells	Rpl36a
1.78929987001523e-178	1.11740432691877	0.78	0.501	2.63009187893539e-174	Vasculature_cells	Rpl22
1.71730962328191e-177	1.55870683575488	0.437	0.15	2.52427341526207e-173	Vasculature_cells	Shisa5
5.77425655457125e-177	0.897669652212423	0.875	0.708	8.48757970956428e-173	Vasculature_cells	Rpl36
8.08060135030305e-176	1.89089387306523	0.27	0.062	1.18776759248105e-171	Vasculature_cells	Akap13
1.16715364938104e-175	0.838639876748966	0.898	0.704	1.71559914922518e-171	Vasculature_cells	Dynll1
3.73882649133083e-174	0.733030411300977	0.93	0.8	5.49570105960719e-170	Vasculature_cells	Rpl17
1.11622522460854e-172	1.4896762298779	0.47	0.173	1.64073945765209e-168	Vasculature_cells	Ssbp4
2.13412853443562e-171	2.16330507638365	0.264	0.063	3.13695553276692e-167	Vasculature_cells	Map4k2
8.99788837402797e-171	0.781353214799252	0.917	0.759	1.32259961209837e-166	Vasculature_cells	Rps29
3.20389688404518e-170	0.950214135094039	0.598	0.266	4.70940802985801e-166	Vasculature_cells	Serinc3
5.62392700755746e-170	1.022180617251	0.836	0.616	8.2666103084087e-166	Vasculature_cells	Ndufa7
7.64935953682645e-170	0.803402917711558	0.91	0.757	1.12437935831812e-165	Vasculature_cells	Atp5j
1.06496330574919e-169	2.29492951701066	0.26	0.062	1.56538956312073e-165	Vasculature_cells	Synm
3.84568822625013e-169	1.544782127594	0.416	0.14	5.65277712376507e-165	Vasculature_cells	Psme1
4.93571250225613e-168	1.97570989143389	0.271	0.066	7.25500380706629e-164	Vasculature_cells	Tnfrsf19
8.77427574762784e-167	0.648938054156907	0.941	0.819	1.28973079214382e-162	Vasculature_cells	Rps11
2.98147032648803e-166	1.64360358618448	0.301	0.079	4.38246323290476e-162	Vasculature_cells	Itpkb
1.1850629945654e-165	1.70949258056448	0.335	0.098	1.74192409571169e-161	Vasculature_cells	Tax1bp3
1.54173431160197e-165	0.797423926487704	0.91	0.744	2.26619526462374e-161	Vasculature_cells	Rpl7
2.1071689025943e-165	2.72340626597528	0.3	0.085	3.09732756992336e-161	Vasculature_cells	Rbp1
4.62560051174725e-163	1.99585496282246	0.315	0.091	6.79917019221728e-159	Vasculature_cells	Ldlrad3
7.14427432250063e-163	2.13614054302122	0.276	0.071	1.05013688266437e-158	Vasculature_cells	Mospd1
7.72706378167916e-162	1.68227925726839	0.344	0.103	1.13580110526902e-157	Vasculature_cells	Hes1
3.46308328214941e-161	0.962162304065977	0.866	0.638	5.09038611643142e-157	Vasculature_cells	Laptm4a
9.28555088714076e-160	0.8252730586162	0.874	0.693	1.36488312490082e-155	Vasculature_cells	Rps7
9.82453623019257e-159	1.92484069604458	0.267	0.067	1.44410858047601e-154	Vasculature_cells	Agrn
4.29687144940312e-157	0.594233161124226	0.939	0.8	6.31597134347765e-153	Vasculature_cells	Rps9
4.92713203518328e-157	1.09450716461321	0.748	0.477	7.2423913785159e-153	Vasculature_cells	Akr1a1
6.36985809401046e-155	1.92900119055602	0.26	0.065	9.36305441238597e-151	Vasculature_cells	Phactr2
5.61762060778676e-154	0.74233222380982	0.909	0.781	8.25734053138576e-150	Vasculature_cells	Serf2
1.11073146601842e-153	1.48747132055458	0.425	0.16	1.63266418190048e-149	Vasculature_cells	Klf6
9.73744394745288e-152	1.14855319993939	0.754	0.517	1.4313068858361e-147	Vasculature_cells	Snx3
6.9609086941714e-150	1.77209326837183	0.32	0.098	1.02318396895625e-145	Vasculature_cells	Mkl2
2.08422297669783e-149	0.752200037280301	0.891	0.722	3.06359935344815e-145	Vasculature_cells	Rpl39
2.0889817211943e-149	0.747924430217145	0.886	0.715	3.07059423198351e-145	Vasculature_cells	Rplp2
9.15021510193906e-149	0.627949569079505	0.947	0.823	1.34499011783402e-144	Vasculature_cells	Rps3
2.0013382193779e-146	0.85721457005401	0.847	0.65	2.94176704866357e-142	Vasculature_cells	Rpl29
1.0676256069848e-145	1.12328664879678	0.665	0.383	1.56930287970696e-141	Vasculature_cells	Txn1
4.42940074624663e-143	0.669673309541824	0.92	0.805	6.51077615690792e-139	Vasculature_cells	Rplp1
2.47869411187122e-142	1.31245786117519	0.31	0.091	3.64343247503951e-138	Vasculature_cells	Txnip
6.21372598698053e-142	1.3058007493743	0.576	0.277	9.13355582826267e-138	Vasculature_cells	Ldha
6.29733756288487e-142	1.29588732778686	0.611	0.333	9.25645648368447e-138	Vasculature_cells	Rab11a
5.19640824732595e-141	1.39137654847917	0.562	0.286	7.63820048274441e-137	Vasculature_cells	Sri
2.64974729910286e-136	1.81708941076228	0.252	0.068	3.89486355495129e-132	Vasculature_cells	Tspan12
3.00289080764991e-136	1.35962214724248	0.509	0.235	4.4139491981646e-132	Vasculature_cells	Bag1
3.06311806111623e-136	1.69759589121722	0.305	0.095	4.50247723803474e-132	Vasculature_cells	Usp53
3.40499320494663e-136	1.48902445407556	0.314	0.097	5.00499951195105e-132	Vasculature_cells	Vasp
9.52512451244508e-134	1.42991769234055	0.425	0.169	1.4000980520843e-129	Vasculature_cells	Ap3s1
1.09839327456768e-133	1.12175944712676	0.7	0.431	1.61452827428703e-129	Vasculature_cells	Hnrnpf
1.28897496310622e-132	1.67267340538268	0.43	0.183	1.89466429826983e-128	Vasculature_cells	Dusp3
1.33740091411233e-132	1.23594581344829	0.589	0.313	1.96584560365372e-128	Vasculature_cells	Anp32a
4.52716725980719e-132	0.881806625132965	0.276	0.075	6.65448315519059e-128	Vasculature_cells	Ecscr
4.79164845681941e-131	1.59879104757233	0.361	0.131	7.04324406667885e-127	Vasculature_cells	Hmg20b
8.50539060185585e-131	0.900865242213811	0.808	0.581	1.25020736456679e-126	Vasculature_cells	Rhoa
3.39845050659236e-130	1.12363764365151	0.65	0.381	4.9953823996401e-126	Vasculature_cells	Arl2bp
3.57316010079264e-130	1.57844037974998	0.343	0.121	5.25218803215511e-126	Vasculature_cells	Klhl5
1.42431479143984e-128	1.49952014470154	0.388	0.151	2.09360031193742e-124	Vasculature_cells	Wasf2
3.18754935737493e-127	1.12532327345913	0.632	0.348	4.68537880040541e-123	Vasculature_cells	Arpc3
6.87652788856379e-127	1.00031043446858	0.68	0.411	1.01078083433999e-122	Vasculature_cells	Ptms
1.91205739792873e-126	1.42009507393134	0.451	0.2	2.81053316921544e-122	Vasculature_cells	Pcmtd1
7.22262007780122e-126	1.45068432439903	0.386	0.148	1.061652925236e-121	Vasculature_cells	Psmb10
1.43884805968167e-124	1.24106088026055	0.501	0.235	2.11496276292609e-120	Vasculature_cells	Tpm1
2.37761171572463e-120	1.45407427147604	0.382	0.151	3.49485146094363e-116	Vasculature_cells	Psme2
1.26661694239391e-119	0.836338033997604	0.543	0.246	1.8618002436248e-115	Vasculature_cells	Rgcc
5.91878022152084e-119	1.54195534475277	0.302	0.102	8.70001504761348e-115	Vasculature_cells	Mcl1
7.3659596914425e-119	0.638648622535734	0.898	0.765	1.08272241504513e-114	Vasculature_cells	Rpl11
1.03960551217226e-118	1.12929289821655	0.271	0.08	1.52811614234201e-114	Vasculature_cells	Arhgdib
2.49154577141135e-118	1.62255257442944	0.367	0.146	3.66232312939755e-114	Vasculature_cells	Serpinb6a
2.70431832126704e-118	1.77742435618689	0.314	0.11	3.97507750043042e-114	Vasculature_cells	S100a10
2.77427087408651e-118	1.46088921192152	0.38	0.153	4.07790075781977e-114	Vasculature_cells	Mtus1
2.82942322483552e-118	0.564393368796147	0.959	0.865	4.15896919818573e-114	Vasculature_cells	H3f3b
5.11283388299855e-118	0.693387165044773	0.866	0.707	7.51535452461957e-114	Vasculature_cells	Rps10
5.99890018370331e-118	0.705080961341108	0.864	0.704	8.81778338002549e-114	Vasculature_cells	Rpl30
8.00594968094773e-116	1.0431906319755	0.678	0.431	1.17679454360251e-111	Vasculature_cells	Capns1
6.9132952093284e-114	1.29291696747633	0.478	0.222	1.01618526281918e-109	Vasculature_cells	Timp3
1.85669147007832e-113	1.51086958256682	0.363	0.146	2.72915079186812e-109	Vasculature_cells	Chmp3
2.8475818131967e-112	1.61259622593516	0.397	0.177	4.18566050721783e-108	Vasculature_cells	Nkd1
5.23545568565174e-112	1.28116823885094	0.484	0.234	7.69559631233949e-108	Vasculature_cells	Sod1
6.62463506243767e-112	1.15608995325217	0.362	0.138	9.73755107827713e-108	Vasculature_cells	Gas6
3.09236859573479e-111	1.04026436066959	0.618	0.365	4.54547259887057e-107	Vasculature_cells	Kif5b
6.61710423949206e-111	1.48585939821472	0.274	0.089	9.72648152162937e-107	Vasculature_cells	Notch1
3.04014663923129e-110	1.66269342788871	0.258	0.082	4.46871154500607e-106	Vasculature_cells	Extl3
9.55802843730524e-110	0.898135911792891	0.737	0.534	1.4049345999995e-105	Vasculature_cells	Eif3f
1.25218758241527e-109	1.49400743888446	0.366	0.15	1.84059052739221e-105	Vasculature_cells	Max
1.02967106720585e-108	1.50731405810132	0.284	0.097	1.51351350168588e-104	Vasculature_cells	Nfe2l1
1.5425239377178e-108	1.0069033176473	0.622	0.369	2.2673559360514e-104	Vasculature_cells	Rpl35
2.50349124360192e-108	0.894657358640878	0.361	0.141	3.67988177897047e-104	Vasculature_cells	Dusp1
2.76874950557661e-108	0.740843546838832	0.813	0.639	4.06978489824707e-104	Vasculature_cells	Naca
2.48021477235093e-106	1.04320532097186	0.525	0.268	3.64566769387864e-102	Vasculature_cells	Rap1b
4.13941248218723e-106	0.695650471259014	0.842	0.706	6.08452240756701e-102	Vasculature_cells	Pfdn5
2.36725070200251e-105	2.27339369702509	0.266	0.093	3.47962180687348e-101	Vasculature_cells	Rfk
6.21057374978943e-105	0.803558163650296	0.761	0.561	9.12892235481549e-101	Vasculature_cells	Shfm1
5.99304141980361e-104	1.37013951122435	0.319	0.119	8.80917158296933e-100	Vasculature_cells	Ginm1
8.46838225484469e-104	1.44101862653746	0.294	0.104	1.24476750763962e-99	Vasculature_cells	Ctdsp1
8.13890074324275e-103	0.698891295237083	0.842	0.678	1.19633702024925e-98	Vasculature_cells	Uqcrb
1.10215465375468e-102	1.79010832763716	0.263	0.09	1.62005712555401e-98	Vasculature_cells	Lmna
8.82957809179863e-101	0.540735551711853	0.929	0.839	1.29785968371348e-96	Vasculature_cells	Rpl24
9.6638906839918e-101	0.587763779428564	0.889	0.79	1.42049529163996e-96	Vasculature_cells	Rpl18
3.6060097252044e-100	0.799053333323239	0.423	0.181	5.30047369507794e-96	Vasculature_cells	Ier5
4.24965793075877e-100	1.54429954085184	0.275	0.097	6.24657219242231e-96	Vasculature_cells	Fam13c
6.13848029796325e-100	0.549992136356605	0.9	0.788	9.02295218997618e-96	Vasculature_cells	Rps13
9.76425401376724e-100	1.304037630913	0.386	0.169	1.43524769748365e-95	Vasculature_cells	Tspan5
3.74344266882107e-99	0.551492587384884	0.896	0.761	5.50248637890009e-95	Vasculature_cells	H3f3a
6.67052049594643e-99	1.14345099450031	0.465	0.23	9.80499807699166e-95	Vasculature_cells	Mxd4
1.03988859612407e-98	0.574622666236947	0.864	0.694	1.52853224744277e-94	Vasculature_cells	Rplp0
1.10247868797147e-97	0.76901801616301	0.299	0.11	1.62053342344927e-93	Vasculature_cells	Hmgb2
1.91285572037956e-97	1.52158256659241	0.29	0.108	2.81170662338592e-93	Vasculature_cells	Dock9
2.08895157301973e-97	1.44109945417917	0.263	0.091	3.0705499171817e-93	Vasculature_cells	Pdxk
2.18664142910203e-96	1.01119827492262	0.648	0.411	3.21414423663708e-92	Vasculature_cells	Slc3a2
7.21792545991807e-96	0.775776775457614	0.737	0.518	1.06096286335336e-91	Vasculature_cells	Cox7a2l
8.55333895909081e-96	0.686619487654654	0.767	0.548	1.25725529359676e-91	Vasculature_cells	Gm9843
1.90271063347792e-95	1.32363388639288	0.362	0.156	2.7967943601492e-91	Vasculature_cells	2210013O21Rik
5.17902914133628e-95	0.663310668306058	0.811	0.64	7.6126549348502e-91	Vasculature_cells	Rpl10a
7.21338510401701e-95	1.57113201106184	0.258	0.091	1.06029547643946e-90	Vasculature_cells	Cnot6l
2.54303503477822e-94	1.39598393263487	0.309	0.121	3.73800719762051e-90	Vasculature_cells	Mier1
2.70235300423616e-93	1.28458688281892	0.328	0.133	3.97218868092674e-89	Vasculature_cells	Capn2
4.86154304053101e-93	1.42960753357256	0.278	0.102	7.14598211527654e-89	Vasculature_cells	Cers4
1.05218861745422e-92	1.47549489190122	0.282	0.105	1.54661204879596e-88	Vasculature_cells	Mfsd2a
5.2687130372315e-92	0.79050261127354	0.705	0.465	7.74448129342658e-88	Vasculature_cells	S100a13
9.64032146405009e-92	1.4442020067539	0.278	0.104	1.41703085200072e-87	Vasculature_cells	Hip1
3.79389172919547e-91	1.16093983849943	0.429	0.208	5.57664145274442e-87	Vasculature_cells	Gna11
4.91784785860282e-89	0.814467138327258	0.349	0.14	7.22874456736028e-85	Vasculature_cells	Prex2
1.08088250317217e-88	1.20098131058712	0.411	0.198	1.58878919141277e-84	Vasculature_cells	Spr
2.08352764738e-88	1.1783442429062	0.426	0.21	3.06257728888387e-84	Vasculature_cells	Rps27rt
2.15431177797532e-88	0.836660380371564	0.621	0.384	3.16662288244592e-84	Vasculature_cells	H2afv
5.61160306920934e-87	1.08846307068291	0.425	0.207	8.24849535143081e-83	Vasculature_cells	Polr2m
1.92064276236458e-84	1.1936452322175	0.28	0.106	2.82315279639969e-80	Vasculature_cells	Myo10
5.37650536694226e-84	0.834730504269258	0.589	0.359	7.90292523886843e-80	Vasculature_cells	Hmgn1
2.32864968633068e-83	1.33972330003744	0.277	0.108	3.42288217393747e-79	Vasculature_cells	Nbeal1
2.71819991520437e-83	1.61458463612983	0.268	0.106	3.9954820553589e-79	Vasculature_cells	Tspan17
9.10031904123904e-83	1.56754684346073	0.257	0.097	1.33765589587173e-78	Vasculature_cells	Mob2
1.4085410486055e-82	0.570115445876111	0.856	0.734	2.07041448734523e-78	Vasculature_cells	Rps2
2.33795690520989e-82	0.892486923928129	0.529	0.292	3.43656285496802e-78	Vasculature_cells	Sdcbp
4.04341036856393e-82	1.02376854894092	0.53	0.306	5.94340890075211e-78	Vasculature_cells	H1f0
7.28166611960118e-82	1.28439952182503	0.281	0.11	1.07033210292018e-77	Vasculature_cells	Ptbp3
3.86595128647373e-81	1.21410693914341	0.357	0.165	5.68256179598774e-77	Vasculature_cells	Apbb2
8.35722424392604e-81	0.893317675808598	0.635	0.425	1.22842839161469e-76	Vasculature_cells	Rps27l
4.81148720466252e-80	0.845229196110885	0.609	0.388	7.07240504213343e-76	Vasculature_cells	Rbm3
6.41135084040449e-79	1.12996656942627	0.397	0.195	9.42404460031056e-75	Vasculature_cells	Rpl13a-ps1
2.73479903242102e-78	1.22597768266643	0.428	0.228	4.01988109775566e-74	Vasculature_cells	Pop5
4.53258648400164e-78	1.21579081564974	0.337	0.153	6.66244887283401e-74	Vasculature_cells	Gpd2
5.54922601157816e-78	1.19245011137776	0.321	0.14	8.15680731441874e-74	Vasculature_cells	Git2
1.1891853642566e-76	0.912891766634487	0.584	0.365	1.74798356692078e-72	Vasculature_cells	Ost4
3.34741519981566e-76	0.73478759128021	0.587	0.355	4.92036560220904e-72	Vasculature_cells	Ifi27
5.75761201938223e-76	1.14555641550518	0.29	0.12	8.46311390728995e-72	Vasculature_cells	Arhgef12
8.99167258890546e-76	0.940656784964897	0.379	0.178	1.32168595384321e-71	Vasculature_cells	Pitpnc1
4.63229705752379e-75	0.954118633063149	0.324	0.139	6.80901344485422e-71	Vasculature_cells	Slc38a3
8.3140244409241e-73	1.27530551671246	0.257	0.102	1.22207845257143e-68	Vasculature_cells	Calu
8.00265170071227e-72	1.15330495045083	0.319	0.145	1.1763097734877e-67	Vasculature_cells	Adam10
3.05677676255041e-71	1.23932521277575	0.276	0.116	4.49315616327284e-67	Vasculature_cells	Cd320
3.40768536150363e-71	1.28245001205695	0.29	0.126	5.00895671287418e-67	Vasculature_cells	Srpr
8.27305639932041e-71	1.23321860747305	0.273	0.114	1.21605656013611e-66	Vasculature_cells	Bcl7c
1.00866693609962e-70	0.874464981598296	0.368	0.175	1.48263952937283e-66	Vasculature_cells	1700020I14Rik
1.3226764095912e-69	0.935155474286966	0.431	0.228	1.9442020544581e-65	Vasculature_cells	Krcc1
1.79612929418288e-69	0.825166040568305	0.584	0.368	2.64013044951942e-65	Vasculature_cells	Tbca
3.30711909015101e-69	1.01691002301633	0.254	0.101	4.86113435061297e-65	Vasculature_cells	Srgap2
2.0852922803263e-68	0.975759982861669	0.443	0.247	3.06517112285163e-64	Vasculature_cells	Rpl9-ps6
3.158076911575e-68	1.08935727145446	0.251	0.101	4.64205725232409e-64	Vasculature_cells	Clip1
5.74506279008368e-68	1.05383261274247	0.408	0.22	8.444667795144e-64	Vasculature_cells	Rps12-ps3
1.16310072916468e-67	1.21764423564836	0.29	0.129	1.70964176179916e-63	Vasculature_cells	Rab28
1.73715196424452e-67	1.03827459420981	0.395	0.207	2.55343967224302e-63	Vasculature_cells	Pitpna
4.04658693738733e-67	0.73655542810755	0.702	0.517	5.94807813926564e-63	Vasculature_cells	Map1lc3a
1.43589237438416e-65	0.991069604036781	0.4	0.209	2.11061820110728e-61	Vasculature_cells	Nfic
1.63751126739413e-65	0.61283056087744	0.759	0.606	2.40697781194264e-61	Vasculature_cells	Atp5e
3.83930855363669e-65	1.19306892060415	0.278	0.123	5.64339964299057e-61	Vasculature_cells	Kras
1.13959605972764e-64	1.19370069871173	0.282	0.125	1.67509224819366e-60	Vasculature_cells	Pcbd2
1.34780528587904e-64	0.594611019239131	0.786	0.614	1.98113898971361e-60	Vasculature_cells	1810037I17Rik
2.01169961086726e-64	1.0339143963929	0.352	0.175	2.95699725801378e-60	Vasculature_cells	Strn3
3.70877682589094e-64	0.850043133032742	0.514	0.316	5.4515310563771e-60	Vasculature_cells	Ralbp1
1.2034413901222e-63	0.903626047619222	0.265	0.11	1.76893849934063e-59	Vasculature_cells	Acaa2
1.28872854605482e-63	0.86078258714338	0.556	0.358	1.89430208984598e-59	Vasculature_cells	Cltb
1.91832911327489e-63	1.19455777918801	0.316	0.152	2.81975196360276e-59	Vasculature_cells	Rgs3
4.23706004944205e-63	0.609914189203056	0.7	0.518	6.22805456667486e-59	Vasculature_cells	Rpl12
7.69559633833405e-63	0.602611399124676	0.726	0.551	1.13117570577172e-58	Vasculature_cells	Rpl5
9.06807535743863e-63	0.975709567010997	0.254	0.105	1.3329163967899e-58	Vasculature_cells	Blvrb
1.03252942478798e-62	0.684967677578575	0.657	0.474	1.51771500149585e-58	Vasculature_cells	Aplp2
5.82498008124957e-62	0.697017189071451	0.638	0.46	8.56213822142874e-58	Vasculature_cells	Bri3
6.70574413830803e-62	0.835770711062149	0.476	0.278	9.85677330889897e-58	Vasculature_cells	Rpl23a-ps3
1.02695498634454e-61	1.02885892669584	0.362	0.185	1.50952113442784e-57	Vasculature_cells	Fam32a
3.79231363538161e-61	1.22432064549125	0.25	0.108	5.57432181264742e-57	Vasculature_cells	Znrf1
6.12206211931612e-61	1.1326332915502	0.265	0.116	8.99881910918277e-57	Vasculature_cells	Nrbp1
6.45191876174078e-60	0.9908163803646	0.393	0.212	9.48367538788277e-56	Vasculature_cells	Stra13
9.31717136515272e-59	0.78443925031631	0.593	0.411	1.3695310189638e-54	Vasculature_cells	Nenf
1.46514585665688e-58	1.13468274363766	0.347	0.182	2.15361789469995e-54	Vasculature_cells	Rnaseh2c
2.24786791406544e-58	0.893121239806626	0.492	0.302	3.30414104688479e-54	Vasculature_cells	Txndc17
3.12493250548699e-58	1.03699785364675	0.259	0.114	4.59333828981532e-54	Vasculature_cells	Ctdsp2
7.47311688935707e-58	1.05880811391965	0.317	0.156	1.0984734515666e-53	Vasculature_cells	Bad
9.0946781621806e-58	0.812983970517472	0.542	0.358	1.33682674305893e-53	Vasculature_cells	Sec61b
1.35413411168321e-57	1.06999928552889	0.255	0.113	1.99044173076315e-53	Vasculature_cells	Evi5
2.25541273817848e-57	0.986910636395762	0.428	0.247	3.31523118384855e-53	Vasculature_cells	Slc50a1
8.58901555063353e-57	0.602430026132494	0.606	0.414	1.26249939578762e-52	Vasculature_cells	Arpc2
1.87225461631421e-56	0.68764411372094	0.6	0.416	2.75202706052026e-52	Vasculature_cells	Gnb2l1
1.04522187206308e-55	0.764886719308486	0.632	0.446	1.53637162974552e-51	Vasculature_cells	Gnb1
5.95075569702784e-55	0.882726188177472	0.435	0.254	8.74701579906122e-51	Vasculature_cells	Uqcc3
3.3914891747148e-54	0.571755372118352	0.728	0.571	4.98514993791329e-50	Vasculature_cells	Eef1g
6.79801451866049e-54	1.09512516799912	0.257	0.117	9.99240154097905e-50	Vasculature_cells	Gm10076
3.53140015195788e-53	0.856409377533345	0.403	0.228	5.19080508336288e-49	Vasculature_cells	Trappc6b
4.39217774555916e-52	0.749207355774455	0.435	0.253	6.45606206819741e-48	Vasculature_cells	Tpm3
4.53150355909786e-52	0.964582674542419	0.338	0.178	6.66085708151795e-48	Vasculature_cells	Ak3
5.90282972479789e-52	0.902035348215703	0.398	0.231	8.67656941248042e-48	Vasculature_cells	Tpd52
2.10299575125228e-51	0.980131628323345	0.347	0.188	3.09119345476573e-47	Vasculature_cells	Rp9
4.65738812257804e-51	0.921370601748699	0.318	0.163	6.84589480137747e-47	Vasculature_cells	Lims1
4.87101383027737e-51	0.766818697888425	0.538	0.358	7.1599032291247e-47	Vasculature_cells	Nop10
5.98979235040022e-51	0.981225114221278	0.252	0.115	8.80439577585328e-47	Vasculature_cells	Arhgef1
1.33299710084036e-50	1.02414920078231	0.308	0.159	1.95937243852525e-46	Vasculature_cells	Gemin7
3.59390637759482e-50	1.07479083759588	0.301	0.155	5.28268298442663e-46	Vasculature_cells	Pdcl3
3.82870307385115e-50	0.957291526603967	0.321	0.168	5.6278106482538e-46	Vasculature_cells	Pdrg1
8.32917289642466e-50	0.930747827361497	0.34	0.184	1.22430512404546e-45	Vasculature_cells	Ube2r2
1.49762686830199e-49	0.966900380543411	0.321	0.17	2.2013617337171e-45	Vasculature_cells	Map4
1.81306426801408e-49	1.05956308829106	0.251	0.118	2.6650231675539e-45	Vasculature_cells	Rit1
5.89268380631014e-49	0.783603709587683	0.337	0.177	8.66165592689527e-45	Vasculature_cells	Irf2bpl
6.2129577956069e-49	0.78119256472102	0.382	0.214	9.13242666376258e-45	Vasculature_cells	Hist1h1c
6.7476215866648e-49	0.622350293987435	0.607	0.428	9.91832897023859e-45	Vasculature_cells	Eif3h
1.07046088343112e-48	0.854143717203426	0.414	0.247	1.5734704525554e-44	Vasculature_cells	Eif3a
2.09185636334778e-48	0.732331113070052	0.535	0.357	3.0748196684849e-44	Vasculature_cells	Arl6ip5
4.62985762257456e-48	0.769697290781811	0.538	0.359	6.80542771942234e-44	Vasculature_cells	Chmp5
5.00896691817677e-48	0.728759711687212	0.502	0.322	7.36268047302804e-44	Vasculature_cells	Adipor1
5.67687586023687e-48	0.516579306271334	0.685	0.512	8.34443982696218e-44	Vasculature_cells	Tuba1b
1.10627197407458e-47	0.741773356808845	0.556	0.385	1.62610917469223e-43	Vasculature_cells	Med28
1.46490408855418e-47	0.722355097992551	0.522	0.343	2.1532625197658e-43	Vasculature_cells	Polr1d
3.57843777581775e-47	0.621762906693376	0.586	0.412	5.25994568667452e-43	Vasculature_cells	Capzb
6.0270822993959e-47	0.762002549704427	0.411	0.241	8.85920827188203e-43	Vasculature_cells	Bola3
7.933725834801e-47	0.660596480364628	0.634	0.457	1.1661783604574e-42	Vasculature_cells	Snrpb
1.31438021926738e-46	0.551719104671988	0.701	0.544	1.93200748430112e-42	Vasculature_cells	D8Ertd738e
2.14412825204546e-46	0.754324057995088	0.435	0.267	3.15165411768162e-42	Vasculature_cells	Nedd4
3.00070596803726e-46	0.836610943420841	0.386	0.223	4.41073770241796e-42	Vasculature_cells	Pttg1ip
7.8195410157613e-46	0.620481592112764	0.608	0.44	1.14939433390675e-41	Vasculature_cells	Tomm7
2.93278577093876e-45	0.859260359157053	0.3	0.157	4.31090180470288e-41	Vasculature_cells	Gm11808
3.2169338917481e-45	1.06505886772183	0.271	0.139	4.72857112748053e-41	Vasculature_cells	Cyb5b
3.60626539031851e-45	1.05347244637811	0.258	0.129	5.30084949722918e-41	Vasculature_cells	Tecpr1
7.18196112081931e-45	0.923034671417094	0.335	0.187	1.05567646514923e-40	Vasculature_cells	Rpl9
1.51265630973266e-44	0.926635245982086	0.336	0.188	2.22345350967604e-40	Vasculature_cells	Tmem109
2.20661995126328e-44	0.611693037416854	0.616	0.448	3.2435106663619e-40	Vasculature_cells	Tprgl
2.22905406906103e-44	0.660355127778214	0.6	0.439	3.2764865761128e-40	Vasculature_cells	Smim14
4.4409761646477e-44	0.681604262170111	0.476	0.305	6.52779086441566e-40	Vasculature_cells	Tsc22d3
5.42283410833506e-44	0.695009598024982	0.486	0.314	7.9710238558417e-40	Vasculature_cells	Raly
8.21882194654502e-44	0.558636225582904	0.631	0.458	1.20808463792265e-39	Vasculature_cells	Uqcc2
2.39057185568805e-43	0.671226133036765	0.559	0.388	3.51390157067586e-39	Vasculature_cells	Lamtor5
3.88725065673105e-43	0.691947496509705	0.29	0.149	5.71386974032897e-39	Vasculature_cells	Ninj1
6.24995330991248e-43	0.940800070259238	0.312	0.17	9.18680637024035e-39	Vasculature_cells	Fbxw2
6.39090285580065e-43	0.828668984719604	0.392	0.236	9.39398810774138e-39	Vasculature_cells	Smim11
2.17097449749887e-42	0.730382202262866	0.477	0.311	3.19111541387358e-38	Vasculature_cells	Csde1
4.68851727370917e-42	0.944156528304024	0.25	0.125	6.8916515406251e-38	Vasculature_cells	Sertad2
9.64877773359426e-42	0.579953757667661	0.6	0.423	1.41827383906102e-37	Vasculature_cells	Sptssa
9.65186713221659e-42	0.522160830993121	0.721	0.58	1.41872794976452e-37	Vasculature_cells	Cnbp
1.08042614413939e-41	0.740589813362725	0.43	0.268	1.58811838927048e-37	Vasculature_cells	Smim10l1
1.24938920181648e-41	0.593264966582926	0.576	0.411	1.83647718775004e-37	Vasculature_cells	Rheb
3.4477448523279e-41	0.810471513578285	0.318	0.174	5.06784015843678e-37	Vasculature_cells	Smarca2
4.31038439561406e-41	0.861483275452618	0.354	0.209	6.33583402311311e-37	Vasculature_cells	Banf1
5.69492542734733e-41	0.53179200294648	0.65	0.506	8.37097088565784e-37	Vasculature_cells	Pcbp2
1.03484428248762e-40	0.923611928344542	0.326	0.187	1.52111761082855e-36	Vasculature_cells	Vapb
1.09886146168237e-40	0.778142568296703	0.366	0.215	1.61521646252692e-36	Vasculature_cells	Hint2
1.98042744451931e-40	0.599618300420365	0.538	0.363	2.91103030069893e-36	Vasculature_cells	Fermt2
2.02158619126392e-40	0.827682679928047	0.378	0.231	2.97152954253883e-36	Vasculature_cells	Ubald2
3.34818869012525e-40	0.662810615264903	0.522	0.36	4.92150255561511e-36	Vasculature_cells	Mrps24
4.59547607967547e-40	0.78134843182348	0.362	0.212	6.75489028951497e-36	Vasculature_cells	Fam103a1
8.09579268742858e-40	0.649610094479488	0.48	0.309	1.19000056712513e-35	Vasculature_cells	Pon2
1.89939018471911e-39	0.620278223485003	0.559	0.398	2.79191363251862e-35	Vasculature_cells	Sh3glb1
