p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	8.50188040872409	0.991	0.024	0	Immune_cells	Fcer1g
0	8.02457023312169	0.996	0.04	0	Immune_cells	Tyrobp
0	9.03637235131911	0.98	0.032	0	Immune_cells	Ctss
0	9.3773379066662	0.948	0.01	0	Immune_cells	Csf1r
0	9.15534768657025	0.942	0.01	0	Immune_cells	Laptm5
0	9.34232874884029	0.958	0.033	0	Immune_cells	C1qc
0	9.6385007507258	0.958	0.036	0	Immune_cells	C1qa
0	9.19917615728278	0.922	0.007	0	Immune_cells	Fcgr3
0	9.15587569764094	0.959	0.045	0	Immune_cells	C1qb
0	9.20959779147089	0.919	0.015	0	Immune_cells	Trem2
0	10.1319522510871	0.89	0.009	0	Immune_cells	Selplg
0	9.67991789966871	0.883	0.004	0	Immune_cells	Cd53
0	9.27447580756267	0.884	0.009	0	Immune_cells	Fcrls
0	9.29894539264188	0.881	0.006	0	Immune_cells	Ly86
0	9.30642230860197	0.865	0.007	0	Immune_cells	Cx3cr1
0	6.36619778078957	0.909	0.052	0	Immune_cells	Rgs10
0	9.38038090958296	0.867	0.014	0	Immune_cells	P2ry12
0	10.000124908916	0.857	0.005	0	Immune_cells	Gpr34
0	8.07267918056099	0.866	0.014	0	Immune_cells	Aif1
0	6.67076206012305	0.888	0.036	0	Immune_cells	Unc93b1
0	4.87431934307965	0.936	0.107	0	Immune_cells	Cyba
0	9.22435157169167	0.838	0.01	0	Immune_cells	Tmem119
0	8.01395244380206	0.926	0.106	0	Immune_cells	Hexb
0	8.79388838555079	0.826	0.007	0	Immune_cells	Cd68
0	9.54006242220333	0.817	0.003	0	Immune_cells	Pld4
0	6.25569414663299	0.852	0.043	0	Immune_cells	Vsir
0	8.10247980242399	0.822	0.017	0	Immune_cells	Olfml3
0	9.34050347531172	0.77	0.005	0	Immune_cells	Siglech
0	8.89622944999322	0.765	0.004	0	Immune_cells	Spi1
0	2.54848743374931	0.899	0.161	0	Immune_cells	Ly6e
0	4.46642999252658	0.906	0.175	0	Immune_cells	Grn
0	4.21552192055894	0.817	0.086	0	Immune_cells	Ctsh
0	7.47715774361619	0.743	0.014	0	Immune_cells	Ltc4s
0	5.49845289425472	0.788	0.061	0	Immune_cells	Lpcat2
0	6.05964240693835	0.737	0.032	0	Immune_cells	Rnase4
0	9.22112685111718	0.706	0.003	0	Immune_cells	Irf8
0	4.4330273824489	0.799	0.103	0	Immune_cells	Ifngr1
0	9.17078466166815	0.683	0.003	0	Immune_cells	AF251705
0	3.84916517757019	0.882	0.206	0	Immune_cells	Hexa
0	4.72688062140674	0.72	0.052	0	Immune_cells	Rgs2
0	4.10020247375915	0.929	0.263	0	Immune_cells	Ctsz
0	4.62801948301672	0.751	0.09	0	Immune_cells	Itgb5
0	3.58347513981534	0.794	0.134	0	Immune_cells	Clic1
0	6.40262539354374	0.66	0.018	0	Immune_cells	Lair1
0	10.5572259443315	0.64	0.001	0	Immune_cells	P2ry13
0	6.95976099223363	0.647	0.013	0	Immune_cells	Ptpn18
0	6.69445454754343	0.649	0.015	0	Immune_cells	Fam105a
0	5.38869898471526	0.682	0.049	0	Immune_cells	Tgfbr1
0	5.51655978453816	0.664	0.038	0	Immune_cells	Coro1a
0	3.7591841841331	0.726	0.101	0	Immune_cells	Junb
0	6.69473208340404	0.634	0.013	0	Immune_cells	Ptgs1
0	3.40440693164513	0.991	0.37	0	Immune_cells	B2m
0	8.31444605963461	0.627	0.006	0	Immune_cells	Alox5ap
0	5.31026776357715	0.655	0.034	0	Immune_cells	Tgfb1
0	7.40076877603661	0.628	0.009	0	Immune_cells	Abi3
0	6.6670294782067	0.617	0.013	0	Immune_cells	Hpgds
0	4.92138384501519	0.95	0.347	0	Immune_cells	Lgmn
0	5.46693267771739	0.631	0.031	0	Immune_cells	Ctsc
0	8.89650380551027	0.597	0.002	0	Immune_cells	Cd37
0	6.48029905789538	0.609	0.015	0	Immune_cells	Mafb
0	5.1393517018057	0.628	0.035	0	Immune_cells	Pycard
0	7.98319842182367	0.598	0.005	0	Immune_cells	Cyth4
0	8.76342013005078	0.592	0.004	0	Immune_cells	Cd14
0	7.28838423550576	0.597	0.013	0	Immune_cells	Crybb1
0	9.98139347445571	0.584	0.001	0	Immune_cells	Hmha1
0	6.31492860929925	0.598	0.015	0	Immune_cells	Hpgd
0	9.26901346524941	0.574	0.002	0	Immune_cells	Bin2
0	9.98339661429926	0.564	0.001	0	Immune_cells	Susd3
0	2.17591351803513	0.723	0.163	0	Immune_cells	Mef2c
0	4.23858379763675	0.628	0.073	0	Immune_cells	Cmtm6
0	8.95594865335656	0.566	0.011	0	Immune_cells	Lyz2
0	3.57723124579361	0.624	0.07	0	Immune_cells	Anxa3
0	6.67308044805313	0.565	0.013	0	Immune_cells	Lcp1
0	3.0952325370423	0.711	0.16	0	Immune_cells	Cotl1
0	9.09237772281116	0.547	0.002	0	Immune_cells	Tnfaip8l2
0	2.00886159702353	0.839	0.296	0	Immune_cells	Marcks
0	3.26382406985887	0.679	0.141	0	Immune_cells	Ier5
0	2.46941969618145	0.787	0.25	0	Immune_cells	Arpc1b
0	10.3188367361663	0.537	0.001	0	Immune_cells	Fcgr1
0	3.51921313236451	0.62	0.091	0	Immune_cells	Limd2
0	4.66097788815071	0.578	0.049	0	Immune_cells	Man2b1
0	3.17851713775768	0.758	0.236	0	Immune_cells	Serinc3
0	4.66427650785934	0.558	0.037	0	Immune_cells	Arhgdib
0	5.04485545713349	0.548	0.034	0	Immune_cells	Ecscr
0	2.7375733560851	0.701	0.188	0	Immune_cells	Sirpa
0	3.80674333167368	0.597	0.091	0	Immune_cells	Btg2
0	9.40416169705012	0.505	0.001	0	Immune_cells	P2ry6
0	6.20850158712708	0.52	0.016	0	Immune_cells	Cmtm7
0	2.55283889534446	0.572	0.069	0	Immune_cells	Kctd12
0	6.01254286998553	0.514	0.02	0	Immune_cells	H2-DMa
0	5.68148228130035	0.51	0.019	0	Immune_cells	Gngt2
0	5.23971380215497	0.51	0.023	0	Immune_cells	Lyn
0	5.53758344253971	0.499	0.015	0	Immune_cells	Adap2os
0	5.03379697509115	0.525	0.042	0	Immune_cells	Zfp36
0	2.32776394989139	0.703	0.223	0	Immune_cells	H2-D1
0	9.05862535196277	0.479	0.002	0	Immune_cells	Slc2a5
0	3.05473642816471	0.562	0.09	0	Immune_cells	St3gal6
0	2.74025006992864	0.743	0.271	0	Immune_cells	Ctsa
0	6.73669283352133	0.482	0.01	0	Immune_cells	Lag3
0	7.98974376347864	0.474	0.004	0	Immune_cells	Lst1
0	8.26582371757669	0.474	0.005	0	Immune_cells	Cd52
0	2.6257834663496	0.694	0.231	0	Immune_cells	Fam49b
0	2.59642856473608	0.703	0.241	0	Immune_cells	Camk1
0	3.18306724652356	0.769	0.308	0	Immune_cells	Jun
0	2.12108477224039	0.708	0.25	0	Immune_cells	Tmem176b
0	8.30351013130574	0.458	0.003	0	Immune_cells	Ptpn6
0	5.62496799840763	0.473	0.02	0	Immune_cells	Apbb1ip
0	5.76248191387068	0.471	0.018	0	Immune_cells	Adrb2
0	8.22574610765053	0.454	0.003	0	Immune_cells	Fgd2
0	4.77672045217552	0.483	0.032	0	Immune_cells	Slco2b1
0	5.18163383149356	0.953	0.502	0	Immune_cells	Ctsd
0	5.71135706593664	0.467	0.017	0	Immune_cells	Rab3il1
0	3.85836312854403	0.5	0.051	0	Immune_cells	Psmb8
0	2.47423903314891	0.662	0.215	0	Immune_cells	Asah1
0	2.79436665535541	0.526	0.079	0	Immune_cells	Lmo2
0	8.74220352586197	0.449	0.002	0	Immune_cells	Mpeg1
0	2.40158013182059	0.863	0.422	0	Immune_cells	Sparc
0	9.21166462634241	0.442	0.002	0	Immune_cells	Bcl2a1b
0	2.49081119243153	0.61	0.17	0	Immune_cells	Vamp8
0	8.77247198611648	0.436	0.002	0	Immune_cells	Cd33
0	1.98252221547156	0.777	0.348	0	Immune_cells	Sat1
0	7.69065034916551	0.431	0.004	0	Immune_cells	Irf5
0	3.72795316630886	0.485	0.062	0	Immune_cells	Txnip
0	4.80117184817735	0.45	0.027	0	Immune_cells	Pou2f2
0	8.47911448624447	0.425	0.002	0	Immune_cells	Rac2
0	10.09203756696	0.423	0.001	0	Immune_cells	Cd84
0	2.50187975302194	0.663	0.244	0	Immune_cells	Snx5
0	6.99723416123424	0.424	0.006	0	Immune_cells	Fcgr2b
0	9.08608946199756	0.417	0.001	0	Immune_cells	Ccr5
0	2.65701625615292	0.581	0.167	0	Immune_cells	Syngr1
0	2.30188679713885	0.748	0.335	0	Immune_cells	Abhd12
0	2.25600544759904	0.809	0.4	0	Immune_cells	Ctsl
0	5.00338642541062	0.432	0.023	0	Immune_cells	Maf
0	2.69047306490107	0.569	0.16	0	Immune_cells	Creg1
0	2.90242411847419	0.546	0.139	0	Immune_cells	Syngr2
0	9.69828994271204	0.407	0.001	0	Immune_cells	Gna15
0	2.79666357473171	0.544	0.141	0	Immune_cells	Scamp2
0	5.38193319925642	0.42	0.018	0	Immune_cells	Gpsm3
0	9.7012664466472	0.401	0.001	0	Immune_cells	Rhoh
0	2.07682014859406	0.704	0.304	0	Immune_cells	Timp2
0	4.77384981920856	0.427	0.028	0	Immune_cells	Pla2g15
0	2.32821232380586	0.563	0.165	0	Immune_cells	Efhd2
0	8.46717596902513	0.399	0.002	0	Immune_cells	Adgre1
0	5.41636333737532	0.411	0.018	0	Immune_cells	Fyb
0	7.86234923182287	0.395	0.003	0	Immune_cells	Gmfg
0	5.46805235856407	0.404	0.015	0	Immune_cells	Lyl1
0	3.60984171869195	0.462	0.075	0	Immune_cells	Ntpcr
0	8.49877608048275	0.383	0.001	0	Immune_cells	Itgb2
0	1.8391379473808	0.624	0.243	0	Immune_cells	Btg1
0	8.3432163891968	0.382	0.002	0	Immune_cells	Hcls1
0	2.04947873077081	0.767	0.388	0	Immune_cells	Arpc2
0	2.04075352233459	0.54	0.161	0	Immune_cells	Basp1
0	2.17993170223492	0.84	0.462	0	Immune_cells	Capza2
0	3.38991489583131	0.447	0.07	0	Immune_cells	Tmem86a
0	8.41391039525756	0.38	0.003	0	Immune_cells	Ccl6
0	3.75745253835376	0.426	0.053	0	Immune_cells	Arrb2
0	3.16622149114262	0.457	0.091	0	Immune_cells	Daglb
0	7.53018054025145	0.37	0.004	0	Immune_cells	Tmem173
0	1.77758309855174	0.748	0.383	0	Immune_cells	Ywhah
0	2.16129865900392	0.615	0.25	0	Immune_cells	Rap1b
0	6.449928720368	0.367	0.009	0	Immune_cells	Ang
0	2.58065021441515	0.498	0.14	0	Immune_cells	Tcn2
0	2.75525290777431	0.495	0.14	0	Immune_cells	Plxdc2
0	3.03137029434844	0.438	0.085	0	Immune_cells	Dusp6
0	2.19990450240573	0.585	0.232	0	Immune_cells	Gpx1
0	3.80592100132595	0.4	0.053	0	Immune_cells	Zeb2os
0	2.72906414534743	0.47	0.123	0	Immune_cells	Tpst2
0	6.70393471870603	0.352	0.007	0	Immune_cells	H2-DMb1
0	8.92163091006153	0.345	0.001	0	Immune_cells	Cd86
0	3.85420584288501	0.376	0.033	0	Immune_cells	Cfh
0	4.48135966549456	0.376	0.037	0	Immune_cells	Cebpb
0	8.32038227680135	0.341	0.002	0	Immune_cells	Itgam
0	2.71073985635503	0.419	0.08	0	Immune_cells	Ucp2
0	1.61128422471377	0.959	0.62	0	Immune_cells	Sepp1
0	7.96776674514256	0.341	0.003	0	Immune_cells	Fermt3
0	2.95239319355365	0.414	0.078	0	Immune_cells	Vasp
0	1.96009711153657	0.845	0.51	0	Immune_cells	Clta
0	3.97161442566896	0.369	0.034	0	Immune_cells	Prkcd
0	5.73681706076123	0.345	0.012	0	Immune_cells	Cebpa
0	3.16541754964857	0.386	0.054	0	Immune_cells	Tm6sf1
0	6.34893603318356	0.339	0.008	0	Immune_cells	Inpp5d
0	3.52625242444444	0.391	0.06	0	Immune_cells	Zfhx3
0	5.53152972650185	0.341	0.011	0	Immune_cells	Ncf2
0	8.05876765285066	0.332	0.002	0	Immune_cells	Tbxas1
0	2.74325921386062	0.403	0.073	0	Immune_cells	Il10rb
0	3.50369767330503	0.388	0.059	0	Immune_cells	Ifngr2
0	7.35727432836572	0.332	0.004	0	Immune_cells	Lat2
0	4.9641353285782	0.348	0.02	0	Immune_cells	F11r
0	3.19646618345212	0.417	0.089	0	Immune_cells	Fos
0	8.7308494966627	0.329	0.002	0	Immune_cells	Ccl9
0	2.48227109678499	0.95	0.624	0	Immune_cells	Ctsb
0	2.39861434016086	0.451	0.126	0	Immune_cells	Evl
0	2.39753577420289	0.469	0.144	0	Immune_cells	Ivns1abp
0	9.02460466163857	0.323	0.001	0	Immune_cells	Hck
0	3.07297398059402	0.378	0.062	0	Immune_cells	Bst2
0	3.7711112436758	0.36	0.044	0	Immune_cells	Fam212a
0	8.50528470655662	0.318	0.002	0	Immune_cells	Cd300a
0	3.7868222025788	0.349	0.034	0	Immune_cells	Ppp1r18
0	7.37026436069541	0.317	0.003	0	Immune_cells	Samsn1
0	3.01745003831866	0.39	0.077	0	Immune_cells	Gusb
0	4.75768397592286	0.329	0.016	0	Immune_cells	Nrros
0	8.92648116519322	0.313	0.001	0	Immune_cells	C3ar1
0	2.76615396632975	0.434	0.124	0	Immune_cells	Smap2
0	9.70542585785242	0.311	0.001	0	Immune_cells	Ncf1
0	3.79033296453883	0.349	0.04	0	Immune_cells	Ehd4
0	2.5240297886446	0.398	0.09	0	Immune_cells	Msn
0	1.67414558517736	0.863	0.557	0	Immune_cells	Npc2
0	1.84144638298996	0.379	0.079	0	Immune_cells	Srgn
0	3.36015651289135	0.346	0.048	0	Immune_cells	Plekho1
0	3.55241118094979	0.34	0.043	0	Immune_cells	Dnase2a
0	9.59057827530417	0.298	0.001	0	Immune_cells	Clec4a2
0	6.5863139101362	0.303	0.006	0	Immune_cells	Plek
0	5.2531793363545	0.312	0.016	0	Immune_cells	Il6ra
0	4.48000670334519	0.316	0.021	0	Immune_cells	Hhex
0	3.68187402551435	0.328	0.035	0	Immune_cells	Lgals9
0	2.99175944338152	0.367	0.074	0	Immune_cells	Prcp
0	7.90699032975409	0.293	0.003	0	Immune_cells	Blnk
0	3.33035481787829	0.336	0.047	0	Immune_cells	Sipa1
0	10.151885329773	0.287	0	0	Immune_cells	Csf3r
0	8.69233615272776	0.283	0.002	0	Immune_cells	Slc11a1
0	5.21037194012866	0.293	0.012	0	Immune_cells	Adap2
0	5.64030606867107	0.293	0.013	0	Immune_cells	Stab1
0	4.41087215691824	0.301	0.021	0	Immune_cells	Entpd1
0	8.42542439916913	0.275	0.001	0	Immune_cells	Vav1
0	9.50371965138017	0.273	0.001	0	Immune_cells	Cd48
0	9.85243024030734	0.272	0	0	Immune_cells	Clec4a3
0	9.1574347386506	0.273	0.001	0	Immune_cells	Il10ra
0	5.17984700818314	0.287	0.015	0	Immune_cells	Golm1
0	3.45208553849041	0.305	0.038	0	Immune_cells	0610040J01Rik
0	4.38342731810704	0.29	0.023	0	Immune_cells	Mylip
0	5.11695687224069	0.277	0.013	0	Immune_cells	Ifi30
0	9.17420050215484	0.265	0.001	0	Immune_cells	Ikzf1
0	4.09220766168789	0.292	0.028	0	Immune_cells	Hfe
0	8.45184586901505	0.263	0.001	0	Immune_cells	Ms4a6d
0	9.79790047366863	0.262	0.001	0	Immune_cells	Ccl12
0	10.8251650154924	0.261	0	0	Immune_cells	Cd180
0	11.2471885352873	0.26	0	0	Immune_cells	C5ar1
0	3.39777375262155	0.303	0.043	0	Immune_cells	Pros1
0	3.70916760475764	0.293	0.034	0	Immune_cells	Arl4c
0	10.0424974865288	0.257	0	0	Immune_cells	Gpr183
0	4.05958806976474	0.284	0.03	0	Immune_cells	Rps6ka1
0	4.42498785199937	0.271	0.02	0	Immune_cells	Casp8
0	5.72788599652972	0.259	0.008	0	Immune_cells	Klk8
0	3.39813992477246	0.298	0.047	0	Immune_cells	Ppcdc
0	1.6728080701562	0.79	0.54	0	Immune_cells	Gm9843
0	9.66847050292997	0.251	0.001	0	Immune_cells	Ms4a6b
0	3.66691633024841	0.287	0.037	0	Immune_cells	Ctc1
0	3.98616745853498	0.274	0.025	0	Immune_cells	Mfng
0	3.01922173066942	0.296	0.048	0	Immune_cells	Tifa
0	7.15629196294981	0.25	0.003	0	Immune_cells	Hvcn1
0	3.77710074534326	0.274	0.028	0	Immune_cells	Tmem37
0	4.39036877253563	0.253	0.02	0	Immune_cells	Slc16a6
0	1.69548873576658	0.917	0.684	0	Immune_cells	Pfn1
0	3.30109947711848	0.264	0.036	0	Immune_cells	Apobec3
0	3.95658043932682	0.251	0.026	0	Immune_cells	Rgs19
0	3.17777778272793	0.258	0.038	0	Immune_cells	Slc29a1
0	1.29122342971305	0.888	0.687	0	Immune_cells	Rplp0
0	1.60440431209342	0.922	0.755	0	Immune_cells	Rps29
0	1.52460859244689	0.945	0.78	0	Immune_cells	Rps4x
0	1.53742560704108	0.955	0.795	0	Immune_cells	Rps9
0	1.53565584466742	0.938	0.8	0	Immune_cells	Rplp1
0	1.52988709024084	0.951	0.814	0	Immune_cells	Rps11
0	1.28329436956921	0.946	0.826	0	Immune_cells	Rpl35a
0	1.04647554854311	0.935	0.822	0	Immune_cells	Rps3
0	2.02116702325449	0.998	0.891	0	Immune_cells	Tmsb4x
0	1.18311194883285	0.957	0.852	0	Immune_cells	Psap
0	1.63228107718812	0.981	0.89	0	Immune_cells	Ftl1
0	1.31018122314609	0.987	0.897	0	Immune_cells	Rpl18a
0	2.8914312585035	0.998	0.914	0	Immune_cells	Cst3
0	1.13976319953109	0.96	0.895	0	Immune_cells	Rps23
0	1.06435160309269	0.973	0.909	0	Immune_cells	Rpl13a
0	1.59916830521984	0.996	0.934	0	Immune_cells	Itm2b
2.48189320002426e-304	3.30738858933105	0.253	0.037	3.64813481471567e-300	Immune_cells	Rnaset2a
6.20849273184434e-302	2.796255900501	0.321	0.064	9.125863466538e-298	Immune_cells	Tspan4
1.43949640484625e-301	2.88152650778891	0.357	0.084	2.1159157654835e-297	Immune_cells	Srgap2
7.68687516619756e-297	2.71642726281823	0.378	0.096	1.12989378067938e-292	Immune_cells	Twf2
1.25699350074006e-296	1.39151819985775	0.876	0.721	1.84765474673781e-292	Immune_cells	Rpl39
8.9845684652431e-294	1.80584253889666	0.666	0.348	1.32064171870608e-289	Immune_cells	Gdi2
8.31876408720791e-291	3.11900839443091	0.264	0.043	1.22277513317869e-286	Immune_cells	Rnaset2b
1.32757380366775e-290	2.90578086396482	0.257	0.04	1.95140073401122e-286	Immune_cells	Fli1
1.61329706247703e-290	1.20514150116019	0.929	0.828	2.37138535213498e-286	Immune_cells	Rpl32
2.24042152334711e-290	1.14124133327734	0.92	0.819	3.29319559716792e-286	Immune_cells	Rps24
5.6896159529089e-289	2.3319702426228	0.487	0.17	8.36316648918079e-285	Immune_cells	Cd164
3.01701201774837e-286	1.33135685724802	0.829	0.634	4.43470596488833e-282	Immune_cells	Rpl10a
4.26785788261209e-283	1.17276882246106	0.911	0.783	6.27332430165152e-279	Immune_cells	Rps15a
2.9543349492998e-279	3.28391858623666	0.417	0.129	4.34257694197577e-275	Immune_cells	Dusp1
3.77656810636971e-278	4.26333428175049	0.288	0.058	5.55117745955283e-274	Immune_cells	Hspa1a
4.59402236799077e-275	1.39630348499173	0.813	0.535	6.75275347870963e-271	Immune_cells	Sh3bgrl3
9.18898804082074e-273	2.18694996209756	0.427	0.126	1.35068935212024e-268	Immune_cells	Orai1
2.60641392299119e-272	1.25806765280534	0.869	0.714	3.83116782540475e-268	Immune_cells	Rplp2
1.44899968339736e-270	0.955173944330609	0.955	0.864	2.12988463462578e-266	Immune_cells	Rps27a
1.54475788658812e-269	2.36648517701581	0.39	0.108	2.27063961749587e-265	Immune_cells	Tapbp
1.10286682609591e-268	2.18752416475532	0.511	0.2	1.62110394767838e-264	Immune_cells	Sft2d1
2.43080058443481e-268	2.8268314245123	0.322	0.075	3.57303377906073e-264	Immune_cells	Ssh2
6.03120541213933e-268	1.6133108085447	0.689	0.394	8.86526883530361e-264	Immune_cells	Capzb
2.46763315126898e-267	2.94710297964503	0.269	0.05	3.62717396905027e-263	Immune_cells	Lrba
3.6007244022096e-267	2.18836794803915	0.491	0.183	5.29270479880789e-263	Immune_cells	Mbnl1
2.31079804357633e-264	0.907163329200882	0.971	0.889	3.39664204425286e-260	Immune_cells	Eef1a1
5.35892905105186e-263	1.09320041591251	0.909	0.8	7.87708981214112e-259	Immune_cells	Rpl17
6.66923638389916e-262	1.05488835349027	0.912	0.792	9.80311056069337e-258	Immune_cells	Rps25
8.07423558712605e-262	1.95904275338249	0.549	0.234	1.18683188895166e-257	Immune_cells	Tpm3
1.10619557832837e-260	2.78802956156547	0.321	0.076	1.62599688058487e-256	Immune_cells	Cttnbp2nl
1.28515218694553e-259	2.83754289693828	0.26	0.047	1.88904519959123e-255	Immune_cells	Tgfbr2
5.86742975215153e-259	1.04931268129122	0.915	0.793	8.62453499268753e-255	Immune_cells	Rps3a1
6.29092230452022e-259	1.92919249606941	0.485	0.165	9.24702669541428e-255	Immune_cells	Tmem176a
1.763204819387e-254	2.76287383585062	0.276	0.055	2.59173476401696e-250	Immune_cells	St6galnac4
2.06482264596646e-253	0.957740277522205	0.934	0.858	3.03508280730609e-249	Immune_cells	Rpl26
9.65108671176126e-253	2.20191083179134	0.482	0.188	1.41861323576179e-248	Immune_cells	Commd8
1.47688840320224e-252	1.69443548013731	0.642	0.341	2.17087826386697e-248	Immune_cells	Erp29
1.44348213857001e-248	0.935716607982681	0.934	0.851	2.12177439548406e-244	Immune_cells	Rpl21
1.02366619915644e-247	0.941300049143451	0.93	0.838	1.50468694614005e-243	Immune_cells	Rpl27a
2.66861613168492e-246	2.44256836566476	0.494	0.194	3.92259885196366e-242	Immune_cells	Nfkbia
1.48710282583727e-241	1.15749666192595	0.832	0.559	2.1858924436982e-237	Immune_cells	Cd9
1.97959487148746e-239	1.76559462408281	0.58	0.28	2.90980650159942e-235	Immune_cells	Sdcbp
6.8702241691209e-238	2.72191573769398	0.285	0.064	1.00985425061908e-233	Immune_cells	Rin2
4.83612808301685e-237	2.82568615414255	0.26	0.052	7.10862466922647e-233	Immune_cells	Pag1
2.0085339369076e-236	0.871568509125321	0.971	0.91	2.95234403386049e-232	Immune_cells	Rps14
3.15298051691579e-236	2.14816006825479	0.354	0.095	4.63456606181451e-232	Immune_cells	Dhrs3
5.1741114953152e-236	2.332844905576	0.336	0.088	7.60542648696381e-232	Immune_cells	Tnfrsf1a
2.87747444510657e-235	1.00250466495686	0.92	0.799	4.22959968686215e-231	Immune_cells	Rps6
3.39281179063183e-234	2.77260602720221	0.272	0.058	4.98709405104972e-230	Immune_cells	Rcbtb2
9.59115966408205e-234	1.83429564326119	0.48	0.177	1.40980455902342e-229	Immune_cells	H2-K1
7.11435703686117e-232	2.14584468730404	0.424	0.147	1.04573934084822e-227	Immune_cells	Cyfip1
7.55735545634554e-232	0.986477578074439	0.908	0.799	1.11085567852823e-227	Immune_cells	Rpl34
2.66044328081954e-231	2.76593680964047	0.282	0.064	3.91058557847665e-227	Immune_cells	Pld1
3.39194644336294e-229	1.06323114712653	0.901	0.784	4.98582207709918e-225	Immune_cells	Rps18
1.39884082905471e-227	2.02177442699975	0.466	0.181	2.05615613462752e-223	Immune_cells	Arpc4
1.60022717259538e-226	2.49887971426719	0.295	0.071	2.35217392099795e-222	Immune_cells	Sall1
1.84020031273853e-225	2.52529684684263	0.322	0.086	2.70491043969437e-221	Immune_cells	Gns
1.99989411170584e-220	2.01111087569985	0.421	0.146	2.93964435479642e-216	Immune_cells	Shisa5
1.57880235682422e-218	1.01271541468297	0.924	0.851	2.32068158429592e-214	Immune_cells	Rpl37a
1.3118702234405e-217	2.17934706389876	0.38	0.122	1.9283180414352e-213	Immune_cells	Ogfrl1
2.00709843371124e-216	2.23014767627759	0.346	0.101	2.95023398771214e-212	Immune_cells	Pnp
6.1878525327539e-216	2.18058903244812	0.454	0.18	9.09552443789496e-212	Immune_cells	Sgk1
5.04651587813258e-214	0.994692455499496	0.889	0.787	7.41787368926708e-210	Immune_cells	Rps13
3.52037615633984e-211	0.998576607109525	0.876	0.765	5.17460091220393e-207	Immune_cells	Rpl11
5.64726257175684e-211	1.79435407453561	0.458	0.178	8.30091125422538e-207	Immune_cells	Frmd4a
7.34676972083852e-211	1.56089831607595	0.66	0.402	1.07990168126605e-206	Immune_cells	Mtdh
8.83323949055033e-210	2.05272241177075	0.364	0.113	1.29839787271599e-205	Immune_cells	Ptp4a3
1.17608612496418e-208	0.695350583605507	0.974	0.921	1.72872899508485e-204	Immune_cells	Rpl13
5.09641927456778e-208	0.953279893794271	0.913	0.827	7.49122669168718e-204	Immune_cells	Rps16
3.77209784589458e-207	0.957245819180212	0.907	0.82	5.54460662368044e-203	Immune_cells	Rpl23
5.72853073564836e-207	2.27155581884786	0.361	0.117	8.42036732832953e-203	Immune_cells	Ptpn1
2.72382863621336e-205	2.20778607286549	0.401	0.148	4.00375571237002e-201	Immune_cells	Epb41l2
4.55530700623094e-200	2.06317286780492	0.429	0.169	6.69584576845886e-196	Immune_cells	Sdf2l1
1.35034527908109e-198	2.29558264183118	0.305	0.085	1.9848725257213e-194	Immune_cells	Csk
8.20711454573827e-195	1.33926607248518	0.728	0.48	1.20636376707807e-190	Immune_cells	Rhob
4.82876840765191e-194	1.0513929074176	0.808	0.622	7.09780668240754e-190	Immune_cells	Cdc42
1.59673540696128e-192	0.846978403389851	0.935	0.869	2.34704137469239e-188	Immune_cells	Rps19
3.02056746026597e-191	1.48791413383056	0.639	0.384	4.43993210984495e-187	Immune_cells	Pdia3
3.80653105232309e-190	1.94457210337468	0.386	0.138	5.59521999380971e-186	Immune_cells	Psme1
1.01790201756769e-189	0.919178550217493	0.901	0.828	1.49621417562274e-185	Immune_cells	Rpl37
1.28078974144892e-187	1.58840114224499	0.563	0.292	1.88263284095577e-183	Immune_cells	Rrbp1
7.45787222366135e-185	2.20785448358665	0.371	0.134	1.09623263815598e-180	Immune_cells	Ninj1
4.44514461868767e-184	2.42262387594689	0.262	0.067	6.53391807500901e-180	Immune_cells	Skap2
5.11590022462363e-183	2.16203270155927	0.354	0.123	7.51986174017427e-179	Immune_cells	Pold4
2.66724794640101e-181	1.58023875147096	0.563	0.309	3.92058775641484e-177	Immune_cells	Pabpc1
3.81878041593419e-180	1.27720605109699	0.711	0.512	5.61322533338167e-176	Immune_cells	Rpl12
4.49595597577305e-179	1.55392672690157	0.492	0.221	6.60860568878881e-175	Immune_cells	Ostf1
2.209979673014e-177	1.39862276354538	0.602	0.346	3.24844912136328e-173	Immune_cells	Arpc3
9.17448883869508e-174	1.96771599782108	0.382	0.146	1.34855811439979e-169	Immune_cells	Wasf2
1.64984288677881e-172	1.44183570687101	0.409	0.157	2.42510405927617e-168	Immune_cells	Hn1
1.41540733828616e-167	0.661081534015298	0.93	0.909	2.08050724654683e-163	Immune_cells	Cd81
1.94806609944137e-166	1.71416453245438	0.374	0.136	2.86346235956887e-162	Immune_cells	Cd302
2.09571120065499e-166	0.966957755888593	0.818	0.71	3.08048589384278e-162	Immune_cells	Rps10
5.65292506902577e-161	2.13587842199248	0.278	0.083	8.30923455896098e-157	Immune_cells	Ralb
1.29627458233249e-159	1.29143981512958	0.641	0.417	1.90539400857053e-155	Immune_cells	Ssr4
1.72367552824761e-159	0.927747302155205	0.82	0.688	2.53363065897116e-155	Immune_cells	Rps20
8.05837593375054e-157	0.941395644689644	0.826	0.706	1.18450067850199e-152	Immune_cells	Rpl30
1.42509159057308e-155	0.951020369299704	0.819	0.697	2.09474212898337e-151	Immune_cells	Rps7
