GENEID	baseMean	log2FoldChange	lfcSE	pvalue	padj	SYMBOL	ENTREZID
ENSG00000002330	594.15525644089	-0.413278929405183	0.129368631320939	8.52383779389099e-05	0.0028926286412844	BAD	572
ENSG00000070770	2031.39227736528	0.184158628887327	0.102519268209208	0.0136697396571659	0.0901594283902872	CSNK2A2	1459
ENSG00000072506	1877.17198028319	-0.148047603726552	0.0618409420829062	0.00537609485866447	0.0502030564472826	HSD17B10	3028
ENSG00000076984	1338.18797023198	-0.197559666531575	0.0891697910168201	0.004520963947469	0.0447116059505959	MAP2K7	5609
ENSG00000078142	1223.8734486908	0.235243619961567	0.154297415367106	0.0126732429222063	0.0861945302967374	PIK3C3	5289
ENSG00000080815	2335.60022499933	0.128550057892482	0.0617794051056441	0.0148560988039173	0.0953442917954525	PSEN1	5663
ENSG00000087088	1336.14389590498	-0.489512490528907	0.133970723246036	1.37525265871217e-05	0.000766419474802483	BAX	581
ENSG00000087191	3447.18863250237	-0.149301302408877	0.0485944479314669	0.000723313074225499	0.0132342327391048	PSMC5	5705
ENSG00000090266	1218.10109785632	-0.552339309276876	0.120130026032287	2.24877609184726e-07	3.00223964174202e-05	NDUFB2	4708
ENSG00000099624	823.707662614939	-0.381497830604834	0.147073730165394	0.000558235765269649	0.0112284872719553	ATP5F1D	513
ENSG00000099795	1060.42492943164	-0.294363368298367	0.107543509760306	0.000564870331590903	0.0112927589321216	NDUFB7	4713
ENSG00000100804	2469.21330820049	-0.294179186862554	0.0827018388286612	3.85140205808864e-05	0.00163603788824192	PSMB5	5693
ENSG00000101182	4670.98155012248	-0.297433929321993	0.0759056292647647	9.10890093937429e-06	0.000556100691017378	PSMA7	5688
ENSG00000106588	2854.17479402308	-0.206841690976497	0.123356984042018	0.0120181024135655	0.0838162607476505	PSMA2	5683
ENSG00000109390	835.550360662794	-0.216238051767589	0.114359629295441	0.00757020055385447	0.0625648751896449	NDUFC1	4717
ENSG00000110801	1152.32889133605	-0.315317558237668	0.0959146326947796	9.04593690305381e-05	0.00301920569876925	PSMD9	5715
ENSG00000111186	529.495315274201	-0.355394315501771	0.103148976343456	4.44676395392154e-05	0.00183754201619703	WNT5B	81029
ENSG00000112473	433.66082760877	-0.274758161844052	0.143733713839078	0.00452001809011032	0.0447116059505959	SLC39A7	7922
ENSG00000117020	1633.13679463069	0.212207380587721	0.129103270404122	0.0131596326918842	0.0882319964534777	AKT3	10000
ENSG00000117362	2966.72443748725	-0.204984244574879	0.112029898490916	0.0096800631167778	0.0728643660506404	APH1A	51107
ENSG00000118217	1879.8867333736	0.194137437945545	0.102725716357108	0.0103121443197607	0.0758403641364897	ATF6	22926
ENSG00000119421	1086.52217810173	-0.34253875908956	0.0899185002593925	1.17353614868239e-05	0.000692101488851572	NDUFA8	4702
ENSG00000121879	940.975492988585	0.460306954040432	0.147275540758781	0.000114329647158482	0.00357067065122982	PIK3CA	5290
ENSG00000123395	1322.01885413274	-0.24955999211013	0.112787111627177	0.00278027120657378	0.0322583192839339	ATG101	60673
ENSG00000125356	836.675135569509	-0.560895085111954	0.10643419751119	7.51196798249311e-09	2.02806442265131e-06	NDUFA1	4694
ENSG00000127540	1232.72280465514	-0.264616485163688	0.121748734059042	0.00281750929818794	0.0324146974087929	UQCR11	10975
ENSG00000127922	1280.86133517425	-0.482650406911085	0.0972337867979863	4.21376664583721e-08	7.71687785235698e-06	SEM1	7979
ENSG00000130203	303.530885986423	-0.336194230126789	0.145392002862352	0.00139864557295084	0.0207221281289997	APOE	348
ENSG00000131143	6148.94272544212	-0.233759306636859	0.045291439962669	4.05298340730201e-08	7.69370240864251e-06	COX4I1	1327
ENSG00000131495	1109.04729817645	-0.475314553390708	0.100141087657886	1.2762253479586e-07	1.89083679906696e-05	NDUFA2	4695
ENSG00000133703	985.864977392036	0.281597616128859	0.0884891322845576	0.000171180328523168	0.00493212437331566	KRAS	3845
ENSG00000134001	4386.72226618934	-0.178788085745961	0.103240176238738	0.0149611127569628	0.0955136935808411	EIF2S1	1965
ENSG00000135940	860.743650707257	-0.355852489338019	0.0918830182844225	8.23081600478409e-06	0.000507594840822954	COX5B	1329
