GENEID	baseMean	log2FoldChange	lfcSE	pvalue	padj	SYMBOL	ENTREZID
ENSG00000154723	1017.99535818396	-0.302274267432202	0.0813564059454406	1.39902473719865e-05	0.000802945119800954	ATP5PF	522
ENSG00000156467	2294.04262493557	-0.146600479700607	0.404023344613953	0.00873104662042059	0.0749108593564823	UQCRB	7381
ENSG00000160087	1719.37959829922	0.153095457457793	0.0716574737864642	0.00581012736585193	0.0575801641630071	UBE2J2	118424
ENSG00000161057	1691.99342888384	-0.211372678579292	0.0482713484069817	1.49019451707138e-06	0.000146821414794457	PSMC2	5701
ENSG00000161202	2631.10919204265	0.116446695685844	0.0515079453243325	0.00742733660283252	0.0674463094911554	DVL3	1857
ENSG00000162337	4578.31076663149	0.172300902455243	0.0483989975561482	6.63350216427613e-05	0.00274223412895932	LRP5	4041
ENSG00000164258	1003.25514770915	-0.140594251344145	0.0756757565861644	0.0115374183733539	0.0887720354359502	NDUFS4	4724
ENSG00000164305	2412.40038314877	-0.17841917878378	0.0906238901543072	0.00551223992817554	0.0558929782768606	CASP3	836
ENSG00000164405	1723.19582114199	-0.37611799694764	0.0810801935639188	2.05776427493665e-07	2.70654736657577e-05	UQCRQ	27089
ENSG00000164919	1615.6691598844	-0.2479652615985	0.0815198653869221	0.000190817472759033	0.00590585073411007	COX6C	1345
ENSG00000166313	993.066556415246	0.178543066921143	0.071311590603189	0.00176504027256903	0.0266855129700558	APBB1	322
ENSG00000168036	7158.85226970945	-0.116148052267567	0.04743755454221	0.00433410226852812	0.0485707024841782	CTNNB1	1499
ENSG00000170759	6612.39811223798	-0.315044069591786	0.13605960027164	0.00106777760258107	0.0191568051522245	KIF5B	3799
ENSG00000171497	804.739501160127	-0.185634502184845	0.109920377941957	0.00831059074702716	0.0726209271264612	PPID	5481
ENSG00000172115	3314.26893401771	-0.301668845007307	0.0642972419311831	2.00979424050254e-07	2.70654736657577e-05	CYCS	54205
ENSG00000173660	2117.71758363965	-0.151298191480225	0.0583049731934717	0.00178326245196129	0.0268238065770207	UQCRH	7388
ENSG00000173692	4116.29752882016	-0.116622732411596	0.0416404718719497	0.00153963482746738	0.0246313267084846	PSMD1	5707
ENSG00000174437	10419.3948185077	0.120085064003167	0.0373497989247255	0.000425532505704933	0.0102985220351567	ATP2A2	488
ENSG00000180340	565.795694261814	0.192502508597553	0.104417754704234	0.00667327707283749	0.0631185238657261	FZD2	2535
ENSG00000183648	353.516367920842	-0.732030084378714	0.19342876114622	5.20931059145391e-06	0.000360999001761283	NDUFB1	4707
ENSG00000184076	1269.45652637387	-0.272285389250282	0.0789742801950731	4.31678959922978e-05	0.00200265265186142	UQCR10	29796
ENSG00000184752	935.098642450529	-0.192217959305533	0.0615498593806776	0.00024366489671442	0.0070387552858445	NDUFA12	55967
ENSG00000189043	1421.16461093761	-0.306693470071308	0.112497733293377	0.000350105092246506	0.00896461322736654	NDUFA4	4697
ENSG00000196549	5533.46880699545	-0.156983023744641	0.0841162165741772	0.00856010478644515	0.074089398894686	MME	4311
ENSG00000196950	683.027621639772	-0.447247401029155	0.138342257820255	5.16112593813493e-05	0.0022684011883483	SLC39A10	57181
ENSG00000198840	8154.88147107102	-0.704257591576964	0.0648174813759179	7.86815099233418e-29	9.3025149182367e-25	MT-ND3	4537
ENSG00000198938	65114.6899722424	-0.119935335068858	0.0505319574142235	0.00496099209252576	0.0528701261107347	MT-CO3	4514
ENSG00000212907	4945.76815689362	-1.04553575472127	0.126352959420601	4.42899234976073e-18	7.48056807874587e-15	MT-ND4L	4539
ENSG00000213923	5008.36930167444	0.120751221272511	0.0536728807340826	0.0070774324325263	0.0653699891584136	CSNK1E	1454
