GENEID	baseMean	log2FoldChange	lfcSE	pvalue	padj	SYMBOL	ENTREZID
ENSG00000041357	3612.25273169345	-0.107286043657942	0.0417251350249694	0.00173073142527175	0.045342521004066	PSMA4	5685
ENSG00000044574	17662.1785153459	0.217014324350917	0.0525998281602789	2.87276954376304e-06	0.000553519003249344	HSPA5	3309
ENSG00000065518	1355.41217583146	-0.270362436520768	0.0588795845096173	2.56242872841856e-07	8.79425539593249e-05	NDUFB4	4710
ENSG00000103035	2663.11157467366	-0.110166592097216	0.0537780377422499	0.00568254364774177	0.0917601049849381	PSMD7	5713
ENSG00000109390	840.240247782297	-0.18803139079764	0.0680465044137358	0.000392829885878067	0.0182188130855882	NDUFC1	4717
ENSG00000112695	2048.99747666912	-0.247667534069782	0.0683023242267605	1.62248853166498e-05	0.00233625295345141	COX7A2	1347
ENSG00000119013	665.83608898546	-0.250018039805491	0.0716284866355731	2.75518231813957e-05	0.00337706632709107	NDUFB3	4709
ENSG00000120129	5036.25574837618	0.374026481653689	0.0573617292585597	3.80286656238743e-12	3.9154314126341e-09	DUSP1	1843
ENSG00000125356	705.284700631852	-0.376883243238089	0.0696845427189549	3.37114749199048e-09	2.47923818410957e-06	NDUFA1	4694
ENSG00000126267	1031.47137597414	-0.18758272463814	0.100676336094996	0.00310512005976629	0.0635304009959407	COX6B1	1340
ENSG00000126934	3428.63461027577	0.134414293477116	0.0570107767591068	0.0020888784429756	0.0503678980067372	MAP2K2	5605
ENSG00000127184	3361.67204539864	-0.262791720973187	0.0600096915783211	6.78457539172504e-07	0.000188794562792435	COX7C	1350
ENSG00000127922	1091.743399893	-0.211273690872813	0.0909152941956737	0.00102924174064633	0.0338179787760556	SEM1	7979
ENSG00000132388	2101.89947654817	0.113934394698886	0.0494295474400717	0.00316716214883647	0.0640650323858944	UBE2G1	7326
ENSG00000136521	1364.35121196403	-0.202223949176083	0.106295072034595	0.00261230133965029	0.0561397732458564	NDUFB5	4711
ENSG00000136810	3436.47448958356	-0.151519801820932	0.0432219619392365	4.78246079928356e-05	0.00487526894944788	TXN	7295
ENSG00000143947	11489.3309405459	-0.137204827258181	0.0593763678962724	0.00133500869076411	0.0383945516204115	RPS27A	6233
ENSG00000164405	1808.75924935767	-0.235240380773286	0.0766218842799274	0.000115903642346529	0.00817358836712235	UQCRQ	27089
ENSG00000164919	1657.68895108846	-0.22666930145778	0.0766406321720748	0.000172500338634941	0.0109393472157512	COX6C	1345
ENSG00000167863	2065.5598456517	-0.111393315241062	0.0533226436587693	0.0051901647952348	0.0877016393165888	ATP5PD	10476
ENSG00000169021	1194.29625097059	0.127387295550471	0.064824333351369	0.00551056673337758	0.0903452151064579	UQCRFS1	7386
ENSG00000173660	2169.0921074039	-0.183986611038051	0.055269563562975	6.70231614175426e-05	0.00600061278221756	UQCRH	7388
ENSG00000174437	10553.345467463	0.158490723651343	0.0367231021084406	1.91476223246316e-06	0.000469390284415256	ATP2A2	488
ENSG00000176340	2904.90186630673	-0.212502476849303	0.0909837061382982	0.000942718058623233	0.0320832827550904	COX8A	1351
ENSG00000181274	231.967674665363	0.288419137471263	0.110399659450732	0.000412464740204529	0.018790871527194	FRAT2	23401
ENSG00000184787	1909.2346701761	0.173927188765069	0.050035089840843	4.64302573784302e-05	0.0048308771692878	UBE2G2	7327
ENSG00000189043	1441.3248658332	-0.184661358275148	0.122639500991478	0.00538056144792321	0.0890390575925485	NDUFA4	4697
ENSG00000196549	5594.08134481324	-0.26509768842824	0.0669642077605785	4.01621980143115e-06	0.000715437938663909	MME	4311
ENSG00000196950	707.782246002645	-0.562560886506238	0.123232992690579	1.89052104938561e-07	6.71200162912904e-05	SLC39A10	57181
ENSG00000198840	8784.77533802002	-0.504665947958137	0.066844761399787	1.90623750965086e-15	6.54220713312174e-12	MT-ND3	4537
ENSG00000198938	65881.6254619692	-0.156939804221459	0.0432260864893274	2.80493597733566e-05	0.00339760244972329	MT-CO3	4514
ENSG00000288516	1399.90075118406	0.18457377977839	0.0725781171996828	0.000795090330990136	0.0292190626456149	PRKACA	5566
